120,6
2,3,1,2,3,3,2,1,2,3,1,2,3,1,1,1,3,3,2,3,3,3,3,1,3,3,3,1,1,1,3,3,2,1,3,3,1,3,3,3,2,1,3,2,1,1,2,1,1,2,3,3,1,2,3,1,1,2,3,2,1,2,3,1,2,3,3,1,3,3,3,2,3,2,1,3,2,3,2,1,1,2,3,3,3,2,1,1,2,1,1,2,2,3,1,2,2,2,3,2,1,1,3,2,2,2,3,2,3,3,1,3,1,2,1,3,2,2,3,2
3,2,3,2,3,2,3,2,3,2,3,3,1,2,2,1,3,2,1,1,1,1,3,1,2,2,3,2,2,2,3,2,2,1,2,3,1,2,2,2,1,1,3,2,3,3,3,3,1,1,1,3,1,2,1,2,1,2,2,2,1,1,2,2,3,1,2,2,3,2,1,2,3,3,1,3,3,1,1,1,2,1,2,3,1,2,2,1,1,1,1,1,1,1,2,2,3,2,1,2,2,2,1,3,3,1,3,2,2,1,2,1,3,3,1,1,2,1,1,3
197,143,189,32,281,26,1,58,199,245,95,316,173,176,237,270,30,327,224,309,22,256,351,119,188,29,49,153,13,183,239,243,213,41,78,211,123,236,292,94,237,207,222,117,79,202,87,206,168,108,88,22,161,47,34,38,47,277,24,324,11,175,89,119,168,48,36,234,178,56,293,69,305,121,161,257,150,84,203,174,172,280,318,290,330,83,157,343,51,296,287,334,231,142,226,304,259,186,188,299,51,101,164,99,21,81,85,215,193,47,304,152,68,24,223,279,1,273,254,61
370,362,341,353,385,344,339,336,338,341,369,338,381,340,324,338,371,382,322,361,378,387,367,346,334,350,339,337,337,335,335,344,391,387,382,330,364,392,327,335,349,378,376,356,353,327,322,327,327,341,345,376,358,333,348,356,352,347,378,374,337,354,389,355,362,340,382,355,346,322,368,328,336,363,364,349,377,379,329,327,356,381,376,388,376,390,347,387,365,344,333,373,334,333,371,344,367,368,373,386,334,388,330,325,338,336,345,330,373,345,336,380,363,349,357,323,327,392,327,383
44,47,25,45,44,18,4,29,5,53,32,21,14,15,37,3,22,36,13,44,18,44,2,51,25,39,27,33,19,54,30,41,3,39,23,46,28,32,12,20,26,7,26,31,33,21,38,34,2,29,2,24,16,18,41,21,35,27,44,21,32,15,6,44,34,12,5,31,49,14,36,21,12,28,39,49,13,45,19,34,33,11,11,42,7,2,18,42,48,41,11,15,43,41,27,35,4,36,10,33,5,7,36,32,47,21,10,33,21,31,4,26,30,38,45,21,12,26,42,36
47,43,30,47,45,17,4,29,5,52,29,22,15,14,37,4,22,41,15,41,16,43,2,44,28,34,28,33,21,49,31,40,3,47,28,48,29,32,14,19,29,7,29,35,33,22,40,35,2,29,2,28,16,21,44,21,37,28,49,22,36,14,7,43,37,12,5,32,47,13,42,18,11,32,40,45,12,45,17,33,34,9,10,42,7,2,19,40,42,43,12,15,40,47,25,38,4,33,11,31,4,7,35,32,43,23,9,38,22,26,4,24,32,35,51,24,10,22,39,34
44,43,27,48,43,17,4,26,5,45,30,19,13,15,39,4,25,38,15,43,18,48,2,45,25,39,27,33,22,45,29,39,3,44,25,42,34,32,13,22,30,6,26,31,33,22,38,37,2,28,2,24,17,18,48,21,38,30,52,22,35,16,6,45,38,13,5,35,43,14,35,18,12,30,37,49,11,53,17,37,30,11,10,43,7,2,17,39,42,39,12,16,42,42,26,36,4,34,10,30,5,6,37,31,40,23,10,32,20,31,4,21,30,39,45,24,11,24,40,36
45,47,28,48,44,16,4,25,5,51,32,19,13,15,38,4,21,38,15,44,16,44,3,52,28,35,24,37,22,48,29,42,3,47,23,46,32,33,12,22,28,6,28,33,33,21,43,31,2,27,2,28,19,21,42,20,36,30,43,20,35,16,7,50,39,13,5,33,44,14,40,21,11,30,34,42,11,47,19,35,32,11,10,46,7,2,16,43,44,40,13,15,36,48,26,36,3,31,10,30,5,6,35,32,48,23,10,32,23,31,4,26,29,39,46,21,11,22,40,34
47,46,27,46,46,19,4,25,5,45,34,20,14,16,42,4,20,38,15,38,18,52,2,50,29,39,25,35,20,46,28,42,3,39,27,43,33,38,13,19,29,7,30,35,37,20,43,37,2,30,2,27,18,20,48,24,36,31,52,22,32,14,6,43,40,11,5,35,43,13,35,21,12,30,37,45,12,50,19,34,31,10,11,39,7,2,17,37,45,36,13,16,37,45,26,34,3,31,10,32,5,6,37,27,46,21,11,32,21,26,3,21,31,36,49,25,11,25,45,34
43,40,28,47,49,18,4,27,5,53,30,23,13,15,43,4,23,37,14,38,16,53,2,44,26,36,26,32,19,45,31,43,3,44,27,48,28,38,13,19,28,6,27,32,38,21,42,32,2,31,2,24,17,19,41,25,41,29,48,19,37,15,7,44,39,12,5,31,49,14,36,19,12,33,35,48,11,54,17,35,31,9,11,41,7,1,19,37,49,36,13,16,38,44,27,36,4,35,11,33,5,6,32,30,46,22,10,32,23,29,4,24,32,35,47,25,10,24,44,31
