120,6
2,1,2,2,3,3,3,2,1,2,1,1,1,3,1,3,3,3,3,1,3,3,1,1,3,1,1,1,3,3,2,2,3,3,2,1,3,2,1,3,1,3,2,1,1,3,2,1,3,1,2,3,3,2,1,2,1,1,1,3,3,1,3,2,2,1,3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,1,1,3,3,2,1,3,1,2,1,2,2,2,2,1,2,3,1,1,1,3,3,1,1,2,1,1,1,2,3,3,2,1,3,2,2,3,1
2,1,1,1,1,3,1,2,1,2,2,2,1,1,1,2,1,3,2,2,3,1,2,2,1,2,1,2,2,2,2,1,2,3,1,1,1,1,1,1,2,3,3,1,1,3,1,3,2,1,3,3,1,2,3,1,2,2,1,2,2,3,2,1,3,3,3,1,2,3,2,2,3,3,2,1,3,1,3,2,2,1,3,1,3,2,3,2,1,3,3,1,3,1,1,3,3,1,1,3,2,3,3,3,1,2,3,1,2,1,2,1,3,2,3,1,1,3,1,3
144,161,33,29,40,194,52,314,125,73,80,79,158,57,127,150,24,32,144,231,237,69,290,138,260,231,208,202,63,319,252,63,199,190,153,218,214,91,66,117,78,258,85,256,217,259,102,197,205,43,261,141,87,229,107,226,157,24,164,265,262,214,285,101,103,167,173,268,201,271,327,35,245,313,6,14,214,26,195,292,111,10,114,223,172,275,40,29,156,189,108,139,57,250,220,196,95,80,209,202,181,172,56,226,107,83,20,8,217,226,70,270,186,144,165,246,59,107,146,163
341,328,322,306,341,347,309,337,322,293,307,335,307,311,321,300,343,309,331,293,348,351,349,306,315,294,325,297,336,337,337,292,338,337,308,308,313,306,313,315,336,344,325,334,292,321,317,294,303,345,319,322,309,313,330,332,346,319,345,345,301,351,346,290,344,319,316,324,306,331,342,327,349,330,332,305,288,301,301,341,340,318,345,317,318,304,348,288,301,342,299,288,333,298,310,291,345,310,291,311,298,314,290,322,335,335,299,317,330,329,294,326,309,344,343,310,335,330,344,346
21,17,45,52,30,4,23,3,32,41,12,16,44,42,11,37,19,5,38,42,31,12,50,33,49,17,30,44,44,9,29,25,7,16,19,2,25,10,2,16,22,7,47,21,44,19,37,5,50,13,44,26,21,35,31,10,21,18,9,8,34,28,25,25,30,12,2,22,43,10,5,47,8,2,22,9,38,5,50,8,10,27,37,19,8,22,27,29,5,33,6,44,3,16,32,35,35,7,35,16,38,19,2,40,22,41,25,3,29,43,50,19,50,32,7,13,4,50,32,8
22,18,46,49,36,4,25,3,32,38,11,15,39,44,12,35,19,4,36,43,33,11,52,38,45,14,27,50,46,10,32,24,6,18,19,2,25,10,3,18,22,8,44,18,51,21,36,6,53,13,46,24,20,35,31,11,19,18,9,8,38,23,22,23,33,11,2,21,40,10,5,44,10,2,20,9,39,5,43,8,8,27,34,19,8,21,25,25,4,35,7,43,3,19,33,37,35,6,37,15,37,20,2,36,18,46,24,3,30,44,51,20,44,31,8,14,4,49,35,8
19,17,48,47,31,4,24,3,32,40,12,15,41,51,11,33,18,5,39,47,35,13,53,34,47,16,30,48,40,10,32,24,7,19,18,2,28,10,3,15,24,8,43,19,51,19,36,5,46,14,45,24,20,30,26,10,21,18,8,8,40,24,21,25,34,10,2,21,44,9,5,47,9,2,21,9,40,5,43,8,9,30,40,17,8,23,28,25,5,32,7,45,3,19,34,35,33,6,38,16,34,19,2,42,20,44,23,3,31,43,44,20,44,30,9,12,4,42,33,7
20,18,46,48,35,4,20,4,28,43,12,17,40,43,12,36,17,5,41,43,33,12,47,34,45,14,30,49,45,8,31,25,7,19,19,3,27,9,3,16,24,8,46,20,51,21,32,5,52,13,42,23,21,30,27,10,20,20,8,7,35,24,25,26,33,11,2,23,39,10,5,42,10,2,20,8,37,5,44,8,9,32,35,16,7,21,27,29,5,36,8,47,3,19,28,42,40,6,35,16,37,17,2,40,21,48,23,2,33,41,53,20,46,34,8,11,4,45,31,7
22,21,46,52,31,4,20,4,31,42,12,17,44,49,10,36,17,4,42,46,35,13,45,38,42,14,30,50,42,9,30,24,7,19,21,2,24,9,2,16,22,9,43,19,51,21,34,5,45,14,41,24,22,31,29,10,20,17,9,8,35,23,20,23,33,12,2,20,44,10,5,46,9,2,21,9,39,5,47,8,10,32,37,17,7,25,26,30,5,33,6,45,3,16,30,37,34,7,36,17,39,19,2,36,20,41,20,3,34,48,50,18,50,31,7,13,3,48,32,7
22,19,42,47,36,3,23,3,27,38,11,15,42,50,12,35,18,5,38,50,34,13,51,40,42,16,29,51,46,9,31,24,7,19,20,2,27,9,3,16,22,9,44,20,45,22,34,5,51,15,44,26,20,36,26,11,19,18,8,8,34,24,23,23,31,11,2,22,36,10,6,41,8,2,20,8,38,5,46,8,10,32,36,17,8,23,25,27,5,35,6,42,2,16,30,41,37,6,35,15,35,18,2,40,20,46,24,2,30,41,49,18,50,31,8,11,4,46,29,8
