40,6
3,3,2,3,1,2,2,1,2,2,1,1,2,2,1,2,3,3,1,2,2,2,1,2,2,2,1,2,3,3,1,1,3,1,1,1,1,3,1,3
3,1,3,2,2,2,3,3,3,1,2,1,1,2,1,3,2,1,3,2,3,1,3,2,1,2,1,2,2,3,2,2,2,1,3,3,1,1,1,3
104,77,6,52,41,27,30,12,72,66,102,98,63,50,62,72,49,50,11,37,81,21,80,49,51,98,121,106,22,69,53,69,21,68,13,71,64,53,51,91
143,142,146,129,140,134,146,123,123,121,143,133,133,147,146,121,132,135,127,124,141,128,137,141,132,140,135,141,145,126,123,146,144,131,133,127,139,124,133,139
17,43,37,48,29,32,36,47,10,46,19,26,48,22,35,46,46,41,8,38,47,24,44,43,29,15,7,34,45,24,34,3,12,4,16,25,51,51,25,11
16,48,32,51,28,30,35,47,9,45,22,30,39,20,35,49,41,36,7,39,42,24,41,44,28,12,8,39,39,24,40,3,10,4,17,23,47,53,24,11
15,42,36,47,27,32,38,43,9,47,22,29,41,21,36,51,45,39,7,41,46,28,48,40,24,13,7,39,43,23,40,3,11,4,15,24,46,50,25,11
14,44,37,49,29,28,36,47,9,51,20,26,43,24,42,44,47,40,7,41,45,26,42,41,24,15,7,38,39,23,35,3,12,4,16,26,46,52,26,9
15,47,37,47,30,29,38,40,10,49,21,26,46,20,40,43,43,41,7,39,49,29,43,43,28,13,7,39,40,24,39,2,10,4,16,25,50,48,24,10
16,48,34,48,27,27,40,44,11,43,20,31,45,21,37,49,47,36,8,45,47,26,47,42,28,13,8,36,43,22,36,3,11,3,17,27,49,48,22,9
