40,12
1,1,2,3,2,2,1,3,3,2,1,2,3,2,2,3,3,2,3,2,1,3,3,3,2,1,1,3,3,1,2,3,2,1,1,3,1,3,3,3
3,2,3,2,3,1,1,3,3,2,3,1,3,2,3,1,3,2,2,2,1,3,3,1,1,3,1,2,2,1,2,2,2,2,3,3,1,3,3,1
0,15,45,14,31,10,22,0,4,58,16,4,24,32,29,45,18,32,11,20,14,12,40,12,13,14,2,5,8,7,4,7,20,13,21,6,4,17,21,10
53,54,60,56,54,57,57,56,55,62,58,51,59,60,55,61,55,59,55,60,54,57,61,58,54,57,59,52,61,58,54,52,54,54,58,62,51,61,58,55
46,29,5,27,5,16,8,43,49,1,35,27,26,14,32,14,22,23,17,23,25,39,9,53,40,6,1,37,45,3,45,15,20,41,36,14,42,29,24,46
47,30,4,28,6,16,8,48,44,1,36,30,26,13,27,14,24,26,15,19,29,42,11,44,45,6,1,37,48,3,45,15,20,37,36,13,41,26,27,40
48,30,4,28,6,15,7,44,47,1,31,26,28,12,31,16,22,23,14,19,24,38,10,44,47,6,1,39,51,3,43,15,19,40,36,15,44,27,26,45
47,29,4,28,6,16,8,42,50,1,34,28,29,14,29,13,23,22,17,21,26,39,10,48,45,6,1,40,45,3,43,14,19,35,38,13,45,29,25,47
46,31,4,28,6,15,7,43,51,1,33,26,26,13,26,15,26,24,15,22,26,38,9,52,43,6,1,39,48,3,47,14,18,40,36,13,38,27,28,40
42,31,4,24,5,13,7,42,44,1,31,26,28,12,26,14,26,24,15,19,28,38,9,47,45,6,1,39,46,3,44,14,19,39,37,13,40,27,26,44
41,31,5,29,6,15,8,41,51,1,35,29,29,13,32,14,23,25,16,20,25,43,10,51,43,5,1,40,49,3,45,15,20,38,37,15,41,27,25,42
46,31,4,25,5,13,7,48,46,1,37,29,26,12,31,15,24,22,16,21,26,37,10,53,48,6,1,36,45,3,44,14,21,37,36,16,42,25,25,44
43,31,4,25,5,16,8,49,44,1,33,29,25,12,28,13,24,25,15,21,28,42,9,51,49,5,1,40,49,3,51,13,22,41,35,14,44,27,25,39
48,30,4,28,5,15,8,45,48,1,32,28,26,13,28,14,24,24,16,22,26,37,9,53,46,6,1,41,52,3,43,14,18,37,39,14,42,29,24,39
48,28,4,28,5,14,7,46,48,1,34,30,25,13,27,15,24,21,16,21,27,36,9,52,42,6,1,36,47,3,48,13,21,35,42,14,39,29,26,46
48,28,4,24,6,14,7,47,53,1,34,26,26,12,32,16,23,24,15,21,25,41,9,50,42,6,1,37,48,3,43,15,21,34,42,13,38,29,24,44
