40,8
2,3,2,3,3,1,2,3,1,1,3,1,3,1,1,1,2,1,2,3,3,1,2,3,1,3,2,1,1,2,3,3,1,3,1,3,2,1,3,1
1,3,2,2,1,1,1,1,1,2,1,3,2,3,3,1,2,3,1,1,1,2,2,1,3,2,3,3,2,3,1,2,1,1,2,1,3,2,2,3
45,25,46,53,50,4,42,8,6,9,61,5,62,52,41,60,43,25,43,65,1,54,56,43,4,4,22,23,32,11,6,40,36,38,21,31,18,22,65,64
88,97,99,103,105,95,102,89,98,97,106,89,104,95,88,93,101,87,105,105,98,102,89,100,89,94,99,92,89,102,105,93,92,93,95,97,92,104,87,103
29,6,46,38,50,17,32,21,47,12,13,40,25,32,37,14,7,17,33,21,7,43,27,42,34,35,38,37,3,39,20,36,47,25,47,37,34,38,21,21
27,6,50,33,51,18,33,21,51,13,12,36,22,28,43,17,6,18,32,23,6,39,27,41,37,36,40,37,3,38,17,38,49,26,40,34,31,40,23,23
27,6,47,35,51,16,29,20,51,13,12,37,22,30,38,16,7,18,29,22,7,39,30,36,31,41,45,36,3,40,17,35,51,25,46,36,31,43,22,19
26,5,49,36,48,15,35,21,49,13,12,34,23,27,43,17,7,17,27,23,6,39,31,42,32,38,43,35,3,39,20,38,52,27,40,33,31,41,22,21
30,6,46,37,52,15,32,20,50,12,12,35,25,31,39,16,6,16,29,20,6,41,30,37,35,37,43,39,3,38,19,34,51,26,47,34,34,38,25,20
26,5,51,39,50,18,34,24,47,11,13,39,22,28,36,14,6,16,31,22,6,44,26,39,31,38,45,39,3,41,17,33,52,28,47,35,31,46,22,22
31,6,44,33,47,15,30,22,51,13,11,38,22,28,41,15,7,17,27,23,6,45,31,42,37,39,39,36,3,40,18,39,45,28,44,38,32,44,23,21
28,6,43,38,51,16,35,21,50,12,11,35,24,29,37,14,6,18,29,20,7,40,30,38,33,40,41,35,3,40,20,38,48,28,44,36,33,42,21,20
