60,6
2,3,2,1,1,2,3,1,3,1,3,1,3,3,2,2,2,3,2,3,1,3,3,3,3,2,3,1,2,1,1,1,2,3,1,1,1,1,1,2,2,1,3,1,3,2,3,1,3,3,2,3,3,3,3,2,3,1,1,1
2,2,2,1,1,1,2,2,2,1,1,2,3,2,3,1,1,3,2,2,3,1,3,2,2,3,3,3,3,1,3,2,2,2,3,1,3,3,3,2,2,3,3,3,3,3,2,2,1,3,2,3,1,1,3,3,1,3,3,1
48,42,46,110,82,47,113,91,80,26,88,81,23,9,2,54,102,50,77,84,57,92,101,90,58,92,49,126,4,5,105,101,61,121,85,51,49,77,72,62,17,94,54,38,18,81,20,116,108,36,111,25,115,11,61,42,62,94,23,54
154,163,161,139,146,142,140,156,137,152,148,138,139,150,149,138,145,143,135,143,138,150,139,147,135,150,149,158,139,163,143,142,136,159,143,158,162,162,145,141,150,147,147,152,149,143,141,144,141,147,145,155,138,156,143,156,144,143,160,162
6,16,49,34,18,42,22,39,15,9,33,46,17,12,32,37,20,30,34,9,42,32,11,48,42,7,17,2,10,19,18,16,11,10,18,3,33,36,20,20,36,27,45,23,3,1,8,8,21,18,15,30,3,11,34,48,14,1,46,31
6,19,43,34,21,36,19,38,17,10,36,45,19,11,34,36,18,29,32,9,42,30,11,47,39,7,18,2,10,19,18,17,11,11,19,3,31,36,19,22,31,25,46,21,3,1,8,8,25,18,13,28,3,13,30,46,16,1,46,28
7,17,45,32,21,43,21,43,17,9,32,49,17,12,33,33,17,30,35,9,44,28,11,42,42,6,17,2,10,22,21,18,10,11,18,3,33,42,18,21,35,25,47,22,3,1,7,8,26,17,13,29,3,12,31,44,17,1,45,30
7,16,43,33,19,37,22,39,17,9,38,44,19,11,31,35,18,32,33,9,40,28,12,48,41,7,18,2,11,22,21,18,10,11,17,3,31,39,20,23,31,27,49,23,3,1,8,7,22,16,15,28,2,11,31,51,15,1,42,28
7,17,48,29,21,36,23,41,16,9,33,46,18,11,32,34,19,27,36,9,44,32,10,43,37,6,19,2,9,21,20,16,11,12,18,3,31,38,19,21,34,26,44,21,3,1,7,9,25,17,14,28,3,13,31,44,14,1,44,31
7,18,41,33,21,37,21,42,15,10,33,50,21,11,34,39,17,29,33,10,42,30,11,44,41,7,18,2,10,21,19,19,9,12,18,3,28,37,18,19,30,29,45,23,3,1,8,7,25,17,13,33,2,12,31,49,16,1,44,32
