60,10
2,1,1,3,1,3,3,3,1,2,1,3,1,1,2,3,2,3,3,2,1,3,1,2,1,2,2,1,1,2,3,3,1,2,1,2,2,1,2,1,3,3,2,1,3,1,1,3,2,1,2,2,2,2,1,3,3,2,2,1
2,2,2,2,3,1,2,3,1,3,2,3,2,2,3,1,2,2,2,3,2,3,3,2,1,3,2,2,1,3,2,3,1,3,3,3,3,3,1,2,1,2,2,1,1,3,1,2,3,3,2,2,3,2,2,1,2,1,1,3
37,13,71,42,64,4,97,74,61,35,16,45,14,64,57,24,30,101,10,70,61,55,30,23,43,12,2,15,88,15,21,5,8,7,58,9,11,48,77,78,79,36,24,90,34,61,38,72,63,1,17,52,24,2,9,39,52,61,76,45
120,116,123,109,124,111,108,123,120,112,105,114,105,107,118,106,113,115,113,120,121,107,112,108,122,109,115,115,123,109,117,119,121,108,103,125,120,115,124,105,111,123,120,119,114,107,105,103,103,117,122,115,118,108,103,120,120,123,104,122
40,43,14,38,37,37,1,43,42,6,28,33,44,18,47,50,24,11,26,46,13,29,4,24,11,28,34,42,6,7,11,22,46,41,44,27,9,52,26,32,16,29,43,26,47,4,28,33,25,33,31,40,15,28,42,36,17,5,26,45
38,44,15,44,35,38,1,45,42,6,28,36,38,16,51,44,28,11,26,52,12,33,4,24,13,30,37,42,6,8,10,25,47,48,49,27,7,43,24,29,17,28,49,24,49,4,30,31,28,35,31,36,15,25,42,34,15,4,25,50
42,49,14,39,39,41,1,49,50,7,29,31,44,18,44,42,26,11,29,52,11,31,3,25,11,27,37,45,7,8,11,26,44,48,46,23,8,43,26,30,14,27,43,25,46,4,33,33,27,32,33,39,13,28,41,37,15,5,26,51
41,44,13,44,33,40,1,44,43,7,25,35,43,16,44,44,24,12,29,50,12,31,3,27,11,27,33,43,5,8,10,23,46,40,48,28,9,44,26,27,14,26,49,25,44,4,32,31,29,32,34,37,14,24,44,33,15,4,27,45
43,44,15,39,39,41,1,43,51,6,26,36,44,16,43,42,28,11,25,44,12,30,3,26,12,28,34,42,6,8,10,24,49,46,42,24,8,44,24,28,16,25,44,25,47,3,33,32,27,34,35,36,15,25,48,35,14,5,26,49
39,42,14,45,32,41,1,46,44,7,26,34,40,18,44,47,25,11,25,49,11,34,4,27,12,29,34,41,5,7,11,23,43,41,43,26,8,52,26,27,16,27,50,26,45,4,34,30,26,30,33,38,15,28,41,37,14,5,30,47
43,45,16,40,37,38,1,48,44,6,25,32,42,18,48,42,25,10,29,45,11,34,3,26,13,30,34,43,6,7,11,24,51,43,49,27,9,43,23,32,16,25,42,27,40,4,32,30,26,33,32,39,13,28,47,34,15,5,25,54
40,44,14,42,36,41,1,48,46,7,24,31,37,17,45,47,29,10,30,50,13,35,4,24,12,30,38,40,5,8,11,22,46,46,47,28,9,51,25,26,15,27,44,24,48,4,32,35,26,33,34,36,14,27,46,36,17,4,27,44
39,47,16,39,39,39,1,42,48,7,29,33,39,16,49,46,27,12,25,43,12,32,3,22,11,27,35,43,6,9,10,23,43,42,42,27,8,51,23,28,17,25,48,27,49,3,31,35,28,31,33,35,15,26,42,34,17,5,30,52
39,41,13,39,34,38,1,42,50,7,28,35,42,19,42,46,29,10,25,52,12,30,3,23,11,26,38,44,5,8,9,22,50,49,47,27,8,44,26,28,16,26,46,26,42,4,29,31,26,30,31,36,14,26,43,35,15,4,27,53
