40,12
3,1,3,3,2,2,1,3,2,3,2,3,1,3,2,2,2,3,2,2,2,1,1,3,3,2,1,3,2,3,3,1,1,1,1,3,2,3,2,2
2,1,2,1,1,1,2,2,2,2,3,1,3,1,1,1,3,1,1,3,2,1,2,2,3,3,1,2,2,3,2,2,2,2,3,3,1,3,3,1
4,16,13,19,12,16,1,9,18,18,8,15,33,5,28,5,5,19,9,14,4,5,4,2,13,11,22,13,15,10,4,7,9,5,0,11,10,7,1,3
44,51,45,52,46,51,45,53,44,45,48,46,44,50,47,50,45,51,48,50,52,51,46,49,52,53,50,46,46,45,53,44,50,49,45,48,53,54,50,47
1,33,6,26,10,5,50,22,5,26,34,9,6,30,18,39,6,37,1,29,1,23,36,33,43,17,12,1,29,12,34,28,11,38,11,26,30,47,38,27
1,36,6,27,11,4,50,22,5,24,37,7,6,35,21,38,5,32,1,28,1,22,38,36,44,16,10,1,27,11,31,28,9,43,11,31,27,42,39,24
1,36,7,27,11,5,48,24,5,22,32,8,7,33,21,43,5,33,1,28,1,22,40,36,43,16,12,1,26,11,33,28,9,40,12,30,31,48,33,22
1,37,7,29,13,5,50,22,5,22,36,9,7,31,19,39,6,38,1,24,1,22,38,35,42,16,11,1,26,12,31,29,9,42,13,28,32,46,37,22
1,35,6,28,11,5,52,24,6,23,34,9,7,30,19,38,5,35,1,27,1,21,40,35,38,17,11,1,26,11,36,32,10,43,11,28,29,45,36,23
1,35,6,31,11,5,49,25,5,26,37,8,6,36,20,41,5,38,1,25,1,21,39,33,39,16,11,1,27,12,31,29,10,39,13,30,31,44,34,25
1,32,6,31,11,4,50,24,5,25,35,7,7,34,20,39,6,32,1,28,1,21,36,33,40,19,10,1,29,11,30,30,11,41,12,27,31,43,38,22
1,36,7,31,13,5,45,23,5,24,38,9,6,30,21,40,5,37,1,27,1,22,40,37,43,17,11,1,26,12,34,27,10,42,12,31,29,46,39,24
1,34,6,32,12,5,45,21,5,24,35,8,6,33,20,43,6,38,1,28,1,23,36,34,43,19,11,1,26,12,35,31,10,40,13,28,28,49,39,23
1,32,6,27,13,4,49,25,5,25,36,8,7,31,19,37,5,34,1,27,1,23,37,33,42,17,11,1,30,12,36,28,9,44,12,30,31,46,33,23
1,35,6,27,12,5,48,23,5,23,37,7,7,35,18,42,5,36,1,28,1,22,39,37,37,16,11,1,26,11,35,28,10,43,13,28,29,45,38,22
1,34,6,27,11,5,44,22,5,21,38,8,6,29,18,37,5,38,1,28,1,20,41,37,37,18,11,1,31,12,33,28,11,43,13,25,32,42,37,23
