40,8
3,3,1,1,1,2,3,3,1,3,1,2,2,3,3,3,3,2,2,3,1,2,3,2,2,1,3,3,3,2,3,3,3,2,1,1,1,1,3,3
1,2,3,1,1,3,2,2,3,1,2,1,2,1,3,2,1,3,2,2,1,2,2,2,3,1,3,3,3,1,2,3,1,1,3,3,3,3,3,3
7,13,24,65,2,12,37,56,49,1,33,33,23,28,49,15,18,34,14,28,19,11,18,69,33,22,28,52,44,29,39,24,21,42,25,15,23,21,13,58
75,69,76,73,71,73,79,78,71,78,82,75,68,72,82,69,79,81,79,74,70,75,75,70,72,73,71,71,74,82,68,70,70,76,76,71,71,78,73,80
21,45,42,8,23,53,43,8,14,6,22,44,8,42,30,5,40,1,1,27,40,32,7,1,20,50,38,4,3,23,8,46,10,29,2,17,19,16,37,20
20,49,42,8,22,49,40,8,14,6,19,39,8,40,32,4,47,1,1,25,47,33,7,1,23,48,36,3,3,26,9,51,11,25,2,16,21,14,39,22
24,50,38,8,21,51,39,9,15,6,23,42,9,38,31,5,47,1,1,28,47,35,7,1,20,49,33,4,3,23,8,44,10,30,2,18,20,15,42,20
21,47,37,7,24,50,41,9,14,5,22,43,9,44,27,4,44,1,1,27,42,32,8,1,19,45,33,3,3,24,9,44,9,28,2,19,20,16,41,23
20,44,41,7,23,49,39,9,14,5,20,39,9,38,30,4,42,1,1,27,41,32,7,1,22,48,34,4,3,25,8,46,11,27,2,17,20,14,39,20
21,50,36,8,25,45,39,8,15,6,23,42,9,38,32,5,46,1,1,24,44,37,7,1,19,46,38,4,3,25,8,48,11,30,2,18,20,14,37,24
24,47,36,8,22,49,43,10,15,6,23,38,10,41,32,5,40,1,1,27,40,31,7,1,21,50,32,4,3,24,8,45,10,27,2,16,21,16,43,20
21,46,40,8,21,47,44,8,15,5,23,45,9,44,33,5,39,1,1,25,46,34,8,1,20,43,38,3,3,23,9,50,10,29,2,17,18,14,42,21
