40,10
2,3,2,3,2,1,3,3,3,2,1,1,1,3,3,2,3,3,1,3,2,1,2,2,2,2,2,2,2,1,2,1,1,2,3,2,3,3,2,2
2,1,2,2,2,2,1,1,3,2,1,3,3,2,1,3,3,3,3,2,1,3,2,3,1,2,2,1,2,2,2,1,3,2,1,3,3,3,1,3
35,47,13,21,17,27,7,3,23,38,2,44,1,17,10,30,42,17,26,22,17,3,5,2,18,13,28,16,33,6,3,10,25,9,22,6,37,26,2,20
63,53,56,61,60,62,53,64,56,59,53,62,56,64,62,63,55,61,59,56,59,63,58,60,53,60,62,59,59,54,63,53,57,52,62,56,54,52,52,60
13,1,26,40,33,1,16,42,23,15,27,21,11,6,36,2,3,40,11,18,23,9,40,23,31,41,11,40,10,15,8,27,14,36,39,45,17,21,3,27
13,1,26,45,36,1,16,43,21,13,31,18,12,6,38,3,3,35,12,19,23,8,43,21,30,42,10,41,11,15,9,29,14,32,44,44,15,19,3,26
14,1,26,40,33,1,18,39,25,15,29,19,10,5,43,2,3,41,12,17,22,7,43,21,29,46,11,36,10,16,7,27,13,34,38,50,16,21,2,31
12,1,26,39,35,1,18,40,23,14,28,19,11,5,36,3,3,43,13,17,23,7,42,23,28,40,12,39,10,16,8,26,14,34,37,47,15,21,3,26
12,1,25,40,35,1,19,43,22,13,33,22,10,5,39,3,3,43,14,19,20,9,42,21,27,40,12,39,9,17,9,30,14,31,42,51,15,21,3,30
14,1,25,43,32,1,17,43,24,14,29,21,10,6,37,3,3,36,13,19,22,8,40,24,30,44,11,42,9,16,8,28,15,32,41,51,17,22,2,29
12,1,24,39,34,1,18,46,24,13,28,20,10,5,36,3,3,35,12,17,22,7,44,23,31,46,11,43,10,15,9,29,14,35,42,48,16,19,3,26
12,1,25,45,36,1,19,45,22,13,30,22,11,6,39,2,3,35,14,17,21,8,39,21,27,43,10,36,10,15,9,30,14,31,40,48,15,22,3,28
14,1,25,39,35,1,19,42,24,15,32,20,12,6,38,2,3,42,14,19,21,8,45,24,27,45,11,39,11,16,9,28,14,33,40,51,17,20,3,30
14,1,26,41,37,1,17,46,25,13,27,18,10,6,38,3,3,37,13,17,21,9,44,22,28,45,11,41,9,15,7,28,15,36,41,50,16,21,2,31
