40,6
2,1,3,1,1,1,3,1,3,1,2,3,3,3,2,2,3,1,1,2,2,3,3,1,2,3,2,3,2,3,2,1,1,3,2,3,3,1,2,3
3,1,3,2,3,1,2,3,1,1,2,2,3,1,1,2,3,2,1,3,2,3,2,2,3,2,3,2,1,2,2,2,3,2,2,2,2,3,3,3
33,2,53,0,29,48,50,42,34,8,73,50,10,33,61,7,11,45,12,57,58,2,3,84,41,0,19,2,1,77,24,20,83,32,31,9,53,51,4,47
109,107,107,101,108,105,103,96,100,109,101,111,93,102,101,95,92,109,106,106,91,110,108,100,96,97,101,96,99,105,98,101,93,109,107,105,94,93,103,104
38,45,26,36,10,13,17,27,13,16,5,24,6,21,18,6,10,7,41,37,28,15,12,10,2,48,46,37,38,2,34,16,2,33,19,41,8,19,47,37
39,44,28,33,9,12,18,27,12,16,4,23,6,19,18,5,10,6,45,36,27,15,12,11,1,51,45,40,33,2,37,17,2,37,21,38,8,19,48,38
37,48,27,33,9,11,17,31,12,13,5,22,5,19,20,6,9,6,41,41,32,14,14,12,1,44,43,43,39,3,30,16,2,36,20,39,8,18,54,41
43,47,27,31,10,13,16,29,12,13,5,21,6,20,18,6,10,7,45,37,30,16,12,10,1,50,40,40,37,3,37,16,2,36,19,38,9,19,51,38
43,51,26,35,9,11,17,30,12,14,4,23,6,19,20,5,10,7,45,38,27,14,12,10,1,47,46,39,37,3,32,15,2,38,19,41,9,18,50,40
36,49,26,37,9,13,18,28,12,14,4,21,6,21,20,6,9,7,45,35,29,14,14,10,1,49,41,39,38,2,34,16,2,33,20,36,8,21,46,38
