40,8
3,1,1,2,1,1,1,1,1,2,3,2,2,2,3,3,3,2,3,1,2,1,3,1,3,2,2,2,1,1,2,2,2,3,2,3,1,2,2,1
2,1,2,3,2,2,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,3,3,1,3,2,3,1,2,1,2,3,2,2
20,12,28,15,15,6,31,22,45,46,13,14,33,24,32,38,23,13,15,10,41,28,33,33,36,53,14,13,19,0,31,26,27,31,8,8,33,12,27,3
71,72,77,75,70,80,75,79,70,80,81,71,80,84,74,77,78,71,83,72,80,84,85,73,79,74,75,85,78,83,70,75,76,74,73,70,82,84,70,72
4,11,39,45,3,20,28,10,3,9,38,38,27,31,5,3,23,38,11,32,8,44,47,10,13,16,9,24,28,21,40,9,15,33,19,31,35,37,29,38
4,11,44,46,4,23,28,11,3,9,35,34,29,31,4,3,21,39,11,33,9,49,46,9,12,17,10,23,26,19,43,10,15,32,20,35,36,36,31,34
4,11,43,52,3,20,31,10,3,9,37,38,32,29,4,3,24,42,12,30,9,48,45,9,13,16,9,24,24,19,36,9,17,36,19,34,36,35,30,33
4,12,42,43,4,21,28,10,3,8,37,38,29,28,4,4,25,43,10,28,9,43,47,9,13,16,10,21,28,21,42,10,16,31,20,34,35,37,35,38
4,11,45,48,3,21,32,11,3,8,35,33,32,32,4,3,21,40,12,34,9,47,49,9,13,17,10,20,25,21,41,9,17,30,18,31,34,34,30,36
4,11,40,46,3,20,26,10,3,9,39,37,28,29,4,3,25,44,11,31,8,47,46,10,14,18,10,22,27,19,42,11,16,32,18,32,39,34,34,38
4,10,38,46,4,21,30,12,3,8,39,35,33,32,4,3,24,39,11,31,8,44,44,10,12,16,11,21,26,18,36,11,18,35,18,35,34,32,29,34
4,12,42,51,4,22,30,10,3,8,39,34,29,33,4,3,25,45,12,29,9,48,49,9,11,16,11,23,23,20,39,10,18,33,16,32,39,36,33,37
