60,8
2,2,2,1,3,2,1,2,3,1,3,2,3,2,2,3,1,3,2,3,1,2,2,1,3,2,2,2,2,1,2,2,3,3,1,1,1,3,2,2,3,1,3,2,1,2,2,1,3,2,3,1,2,1,2,1,3,3,2,3
2,2,1,1,3,1,3,1,1,1,1,3,3,2,2,2,2,3,3,1,1,1,1,3,1,2,1,2,1,2,3,2,3,1,2,3,2,3,2,2,2,2,3,1,2,3,1,3,2,1,2,3,2,1,1,2,3,3,3,2
80,91,70,5,45,17,28,61,51,23,71,16,27,100,3,57,10,75,82,97,43,38,76,44,39,31,1,65,95,69,93,96,88,13,102,21,4,61,8,60,1,40,8,42,18,61,48,80,96,86,46,102,94,4,17,24,68,42,20,68
123,134,129,130,118,118,121,124,116,134,120,136,121,136,131,116,125,121,121,137,140,118,130,134,129,129,124,118,139,122,136,124,137,139,131,118,133,132,136,121,134,125,119,120,124,132,139,120,137,134,118,132,124,120,132,122,120,130,116,133
38,3,46,7,16,24,45,12,6,30,27,29,46,39,2,13,52,47,9,20,48,31,36,52,34,14,23,43,41,31,47,19,10,21,32,7,4,11,7,12,31,10,24,20,37,42,1,46,5,47,25,26,16,8,11,43,18,37,29,26
38,3,46,7,18,24,49,12,6,26,28,31,45,34,2,14,46,52,10,21,52,32,34,50,39,12,22,49,38,31,48,21,10,23,31,7,4,12,7,10,31,10,24,19,39,40,1,40,5,50,26,26,15,7,12,47,20,38,35,26
45,3,45,8,19,23,43,12,6,25,28,31,48,40,2,13,45,48,10,21,52,30,36,51,39,15,25,45,42,28,47,19,10,24,33,7,5,11,7,12,31,10,25,18,36,37,1,40,5,46,26,25,17,8,11,44,20,42,32,24
42,3,39,7,17,23,44,12,6,30,32,29,47,36,2,14,46,48,9,19,50,32,38,45,36,13,22,44,42,31,48,22,10,22,31,8,5,11,7,12,28,10,25,20,38,37,1,43,5,45,25,25,15,7,11,45,19,43,35,28
42,3,39,7,19,25,47,13,7,28,30,28,45,33,2,14,50,44,9,22,50,31,33,45,34,14,22,46,40,29,45,22,11,23,27,7,4,11,7,11,28,10,26,18,43,44,1,42,5,49,25,28,16,8,11,44,18,39,34,25
40,3,41,8,19,20,45,13,6,27,28,29,52,35,2,13,46,47,9,19,44,33,37,50,39,13,21,44,42,33,42,20,11,20,28,7,5,10,7,11,28,9,24,18,41,40,1,38,5,46,25,26,16,8,10,52,20,37,32,25
42,3,45,7,19,22,48,12,6,29,32,30,44,39,2,14,51,52,10,19,45,28,31,52,34,14,23,49,44,34,44,19,11,23,31,7,4,11,7,11,31,9,27,19,39,41,1,44,5,50,25,26,17,8,11,49,21,43,32,26
38,3,39,6,17,23,46,11,6,26,28,31,49,33,2,15,50,45,10,20,49,29,34,44,34,13,22,47,45,31,46,21,11,22,32,7,4,11,7,12,33,11,26,17,35,43,1,44,5,43,28,24,16,8,11,49,18,38,33,25
