40,8
2,2,3,2,3,2,1,1,1,3,1,2,1,1,3,2,3,3,1,2,1,2,2,1,1,1,1,3,1,1,2,1,1,2,2,2,2,3,1,1
3,1,1,2,2,1,2,1,1,3,1,3,3,2,2,1,3,2,2,2,3,1,2,3,1,1,3,1,3,1,1,3,2,1,3,1,2,3,1,3
31,63,45,14,57,64,21,42,27,10,13,29,3,60,34,10,63,13,59,4,15,41,6,37,16,28,2,54,37,30,16,24,46,5,11,9,43,44,66,34
84,84,92,82,91,87,88,87,84,91,84,76,78,78,78,93,76,92,83,88,86,87,79,87,90,88,82,91,86,91,83,77,78,91,76,82,92,84,85,85
43,15,23,41,2,1,28,42,8,18,4,47,35,9,41,30,11,49,20,30,42,34,40,33,21,42,21,22,23,13,36,6,35,12,19,14,11,35,14,44
49,16,24,43,2,1,27,41,8,21,4,48,38,11,37,28,12,43,21,34,41,32,45,29,19,43,18,20,19,12,39,5,35,11,21,14,11,33,13,46
45,17,24,45,2,1,29,38,8,17,4,51,39,11,37,28,11,43,19,31,43,32,44,31,21,36,17,23,22,13,39,6,37,11,20,17,11,38,12,47
42,16,25,47,2,1,25,39,9,20,4,44,37,10,37,28,12,41,21,33,46,33,42,32,20,38,19,23,21,13,33,6,35,10,18,16,11,38,13,45
49,17,22,45,2,1,29,39,8,21,4,50,39,11,43,28,11,46,20,34,42,36,47,29,20,43,20,22,20,12,34,6,37,11,22,17,10,33,13,44
48,17,24,46,2,1,25,38,8,20,4,43,37,11,43,28,13,44,21,34,39,36,40,32,21,42,19,23,19,11,35,6,36,12,19,17,10,37,14,43
46,18,23,44,2,1,24,42,8,21,5,51,35,11,38,28,11,44,18,34,40,33,44,32,20,39,19,21,20,12,37,6,31,10,21,14,12,36,13,40
49,16,21,44,2,1,26,38,9,21,4,47,35,11,39,26,13,47,20,35,40,36,43,31,22,43,19,23,23,11,39,6,38,11,20,17,12,38,12,45
