60,6
2,2,2,3,2,3,2,1,1,2,1,3,3,1,1,2,2,1,2,3,2,3,3,1,2,3,2,2,1,3,1,3,3,3,1,2,1,3,2,1,1,3,1,3,2,1,1,3,2,3,3,3,3,2,3,3,1,3,3,3
3,2,1,3,1,2,2,3,2,2,3,3,2,1,1,1,2,2,1,1,1,1,2,3,1,1,1,2,2,3,1,1,1,1,1,1,1,3,1,2,2,3,2,1,3,3,2,1,2,1,2,1,2,2,2,1,3,3,1,3
131,71,86,25,50,51,29,13,26,116,162,13,34,86,66,43,154,98,21,86,61,54,152,141,61,77,162,84,88,30,132,108,45,41,35,120,78,31,19,107,48,143,113,40,82,34,65,53,78,121,88,103,87,167,162,41,88,28,123,137
188,191,189,169,173,180,175,174,190,162,172,174,179,166,183,169,189,159,158,175,191,191,177,168,177,162,186,160,187,162,170,186,189,187,161,190,159,168,159,160,189,171,165,166,158,175,173,173,184,169,186,181,186,181,171,172,159,170,181,186
11,12,45,27,34,31,43,36,24,21,10,39,19,11,22,36,7,31,2,40,2,16,21,5,43,21,2,26,31,45,37,45,29,32,48,47,40,2,39,3,44,26,42,30,34,46,36,5,50,29,38,7,5,11,7,14,13,19,43,16
11,12,49,26,32,33,39,37,22,20,10,42,20,11,25,37,8,35,2,44,2,16,21,5,49,24,2,26,30,42,41,44,31,31,47,53,37,2,40,3,40,27,41,33,38,48,38,6,48,28,36,6,5,11,8,14,14,17,44,18
12,11,41,23,33,36,43,39,24,21,10,46,19,12,25,36,7,36,2,45,2,15,22,5,48,21,2,24,33,45,37,41,26,37,47,48,36,2,40,3,48,27,46,29,33,51,34,6,47,28,40,7,6,10,7,16,15,19,40,18
10,10,41,23,31,34,44,38,23,22,10,42,22,10,21,39,6,37,2,40,3,16,22,5,45,21,2,26,30,41,44,48,32,36,51,52,37,2,44,3,40,26,39,28,33,52,34,5,53,30,41,7,5,10,8,13,13,17,42,16
10,12,46,24,31,34,44,35,23,22,10,41,21,12,23,37,7,35,2,43,2,17,20,6,45,21,2,27,33,38,41,43,32,32,43,54,43,2,43,3,46,26,43,28,37,51,39,6,44,26,35,7,5,9,8,15,14,19,43,17
11,11,46,23,33,32,42,36,22,22,10,41,19,11,25,38,7,34,2,43,2,16,19,5,45,24,2,25,29,39,43,47,26,35,43,47,43,2,42,3,45,27,41,28,33,47,36,5,52,26,35,7,5,10,8,16,13,17,40,18
