120,10
1,3,3,3,3,2,1,1,2,3,2,3,3,3,1,3,3,2,2,3,3,2,2,2,2,1,2,2,1,3,3,1,2,1,1,2,3,3,1,3,2,2,1,2,3,2,1,2,1,2,3,2,1,2,3,3,2,2,2,1,1,3,2,3,3,1,1,2,1,1,1,2,1,1,2,1,2,3,3,1,3,3,3,2,1,3,3,2,2,1,1,1,1,2,3,3,1,1,2,2,2,1,1,3,1,2,2,3,3,3,1,3,3,2,3,2,2,1,1,2
1,3,3,1,1,1,2,3,2,3,2,2,3,2,2,2,2,1,2,3,2,2,2,1,3,1,2,3,3,2,1,3,2,1,2,2,3,1,2,3,2,2,2,2,3,2,2,1,2,2,3,3,3,1,1,2,1,2,2,2,2,3,3,3,1,2,3,1,1,3,2,3,1,1,3,3,2,2,2,2,2,1,2,2,3,2,3,2,3,2,1,1,1,1,2,2,2,1,2,2,2,3,1,2,1,1,3,2,1,3,1,3,3,3,1,3,3,3,3,2
160,21,130,59,96,5,103,73,122,124,100,142,102,18,129,97,89,64,51,150,4,2,125,38,113,44,158,134,110,99,118,118,23,29,54,42,150,6,3,75,34,69,80,28,116,111,28,19,118,34,42,48,19,68,69,17,109,89,47,109,133,153,9,73,30,80,41,26,32,43,179,146,99,123,101,136,23,31,149,63,74,1,61,119,106,96,86,10,12,88,70,20,111,43,63,34,29,159,94,138,162,153,6,24,52,59,94,39,20,92,100,138,93,30,122,134,0,123,97,148
184,176,173,199,200,183,183,184,187,172,177,204,182,188,197,202,192,171,176,184,177,193,179,170,174,198,197,201,186,193,190,202,184,179,190,191,202,179,202,171,200,171,183,193,192,205,199,177,181,169,200,175,170,196,201,194,174,183,200,198,178,205,173,191,185,187,201,194,197,199,196,175,203,201,188,192,179,172,186,180,172,186,169,185,204,170,196,176,198,192,185,170,184,187,174,177,198,175,182,176,200,173,203,194,182,193,185,195,183,172,177,194,203,175,192,185,199,187,193,184
14,32,43,40,1,12,48,23,17,37,31,22,30,13,40,31,16,11,36,6,18,14,32,28,45,46,43,19,23,6,39,42,26,47,26,27,30,41,37,37,10,27,15,34,15,3,30,42,4,30,38,3,23,43,5,28,34,36,3,10,31,2,38,43,28,11,36,10,18,14,4,35,5,27,25,4,48,27,2,6,14,45,2,16,42,3,9,19,2,5,30,13,47,4,41,19,7,16,27,27,22,16,26,19,15,26,22,11,27,8,23,39,13,25,44,13,42,37,5,6
15,33,42,36,1,10,51,28,16,42,28,25,30,11,37,29,16,13,33,5,19,13,32,30,41,50,42,22,25,6,35,43,23,48,30,29,28,39,30,32,10,25,14,36,16,3,30,48,4,27,42,3,22,43,6,28,34,38,2,10,26,2,40,38,33,12,32,9,19,16,5,31,6,25,25,3,46,26,2,5,13,43,2,14,46,3,9,18,1,5,27,12,46,4,43,17,6,20,24,27,20,17,22,20,16,31,20,13,31,9,25,44,13,29,49,11,39,40,6,7
13,33,45,40,1,10,49,25,15,44,31,23,31,12,45,29,17,13,30,6,18,14,32,29,45,52,46,21,24,7,34,45,25,49,29,24,26,35,31,35,8,30,13,33,13,3,28,44,4,28,36,3,22,43,6,29,35,36,2,11,27,2,37,37,34,11,33,10,19,17,5,32,6,28,25,3,50,25,2,6,14,47,2,14,42,4,10,19,1,5,32,12,47,4,36,19,6,20,27,30,21,17,26,22,15,32,23,11,27,8,21,39,11,30,49,13,41,39,7,7
15,35,40,37,1,12,44,25,15,39,29,26,30,12,43,28,17,11,36,5,19,13,30,29,44,51,45,19,25,6,38,43,26,50,26,24,27,40,37,36,8,29,15,31,14,3,31,44,4,27,41,3,22,44,6,27,37,38,2,10,26,2,39,38,32,11,33,10,18,15,5,29,6,25,26,3,51,24,2,6,14,46,2,14,49,4,9,17,1,5,32,14,44,4,41,19,7,19,25,29,21,16,24,20,17,26,21,13,31,8,23,42,12,30,47,12,39,40,6,6
13,35,41,37,1,12,47,25,14,44,31,27,26,14,41,30,17,13,36,6,18,13,33,30,39,44,44,19,24,6,38,44,24,53,30,25,29,40,35,38,9,30,16,34,14,3,28,45,4,27,37,3,25,40,5,28,34,32,2,11,29,2,36,40,30,11,38,10,19,14,5,31,5,25,26,3,46,24,2,6,13,41,2,15,45,4,10,18,1,5,28,14,48,4,42,19,6,16,27,29,19,17,23,21,14,29,19,11,30,8,24,41,13,27,47,13,41,37,6,7
13,35,42,43,1,11,47,25,15,43,32,22,31,12,40,28,17,11,34,5,18,15,32,30,42,48,47,20,27,6,40,44,28,45,25,26,32,38,35,34,10,25,15,33,14,3,28,45,4,27,42,3,25,44,6,30,35,37,3,10,31,2,39,38,31,12,34,10,17,14,5,35,6,26,23,3,45,27,2,6,12,43,1,16,47,4,10,16,1,5,32,12,50,4,40,17,7,17,29,28,22,17,22,20,15,30,20,11,27,10,24,41,11,28,51,12,38,39,6,6
14,34,45,40,1,12,43,26,16,40,31,26,27,13,43,29,17,12,31,6,18,13,33,29,40,48,45,20,26,6,35,43,24,47,27,27,27,37,36,32,8,27,14,32,15,3,26,45,4,30,36,3,25,39,6,30,33,34,2,10,29,2,39,42,29,12,33,10,16,16,5,30,5,28,23,3,44,28,2,6,12,43,2,15,41,4,9,17,2,5,30,13,48,4,44,18,6,20,25,26,23,18,25,20,14,30,23,11,28,9,21,43,12,30,50,13,42,41,5,6
15,30,39,36,1,12,48,28,16,43,29,25,28,12,39,32,17,12,34,6,17,14,30,31,42,45,39,22,24,6,36,40,27,49,27,25,30,41,36,37,8,28,15,32,14,3,26,48,4,27,42,3,23,45,6,29,37,36,3,10,26,2,37,42,34,11,36,11,18,16,5,35,6,27,22,3,50,28,2,6,13,48,2,17,43,3,11,18,1,5,27,13,51,4,39,17,6,17,26,29,23,17,24,20,15,28,23,11,26,9,24,47,12,28,44,13,38,40,6,6
