100,10
2,3,1,3,2,1,2,1,3,1,3,1,3,2,2,1,3,2,2,1,3,3,2,3,1,3,2,1,2,2,3,2,3,2,1,2,3,3,2,1,3,3,3,3,1,1,2,3,1,1,3,1,1,3,3,1,2,2,1,1,1,3,1,1,3,3,3,2,2,3,1,1,1,1,2,3,2,1,2,3,1,3,1,2,1,2,1,3,3,2,1,1,1,1,3,3,2,2,2,1
2,1,1,1,2,3,1,3,3,2,3,2,3,1,2,3,1,3,1,1,1,2,3,3,3,2,2,2,1,1,3,1,3,3,3,2,3,3,2,3,1,2,1,2,2,1,2,3,1,1,2,3,2,3,2,1,1,2,2,2,2,2,2,3,1,2,3,2,2,2,1,2,1,1,2,3,3,2,3,2,2,3,3,3,3,3,1,3,2,1,2,1,3,2,2,3,1,3,2,2
44,121,92,63,112,55,116,7,58,117,43,45,19,93,34,46,113,20,64,90,53,26,55,126,101,89,53,147,70,14,23,129,95,140,113,11,13,65,148,132,58,142,110,49,8,125,69,12,116,138,49,23,24,104,108,66,85,141,6,65,134,86,88,134,48,96,29,79,68,32,8,56,37,51,82,38,70,132,112,129,62,27,17,125,43,27,100,114,119,130,118,46,76,21,46,48,98,79,92,10
170,175,151,180,176,172,174,154,174,177,160,180,155,162,163,165,181,163,174,174,182,174,178,173,158,163,179,158,182,174,150,175,170,165,151,163,182,154,176,170,177,169,178,150,161,173,162,177,158,172,176,171,150,163,177,174,166,163,159,168,151,162,152,168,177,181,182,153,168,180,174,171,167,165,178,167,155,158,181,165,162,149,163,155,162,162,179,175,152,162,170,182,175,150,160,162,158,153,151,180
1,35,43,25,10,19,7,30,36,28,33,19,13,15,2,14,51,25,1,24,19,22,41,47,40,22,38,11,16,44,8,40,36,19,11,8,39,19,25,27,22,13,20,37,35,51,26,51,39,16,4,40,17,14,40,45,3,17,51,32,7,24,41,37,17,26,39,21,28,18,37,33,28,26,23,19,8,23,11,14,6,18,13,23,30,25,51,13,23,4,37,9,5,18,39,36,42,19,17,32
1,39,42,24,9,16,7,35,34,28,32,17,11,16,2,12,52,28,1,24,20,22,45,46,43,20,40,13,17,48,9,41,33,19,11,8,35,19,26,24,22,11,22,40,36,48,29,47,39,15,3,43,16,15,39,50,4,18,51,30,7,26,39,34,18,26,37,20,28,19,39,39,27,30,23,18,8,26,12,14,5,21,12,25,33,22,46,15,23,3,33,9,5,19,36,34,42,17,15,36
1,36,41,24,10,16,7,34,37,30,31,19,12,15,2,14,50,30,1,28,22,22,44,44,44,20,43,11,18,46,8,37,30,17,13,8,38,19,22,27,24,13,19,36,37,50,31,50,41,14,3,38,17,14,37,46,3,17,51,31,6,28,41,34,19,26,37,22,27,17,41,37,33,26,24,19,8,22,13,14,5,20,11,27,29,26,50,14,26,4,38,9,5,19,37,34,42,19,17,36
1,34,42,22,9,18,8,35,35,33,31,18,11,15,2,12,53,26,1,24,19,21,42,47,36,21,39,12,18,50,9,39,31,17,11,8,38,18,23,25,21,13,22,35,36,48,31,45,41,16,3,43,18,13,42,50,4,15,48,33,7,27,36,34,19,27,42,22,24,17,44,34,28,30,25,19,8,24,13,15,6,17,13,26,28,25,53,15,25,3,39,9,5,19,38,39,44,18,15,37
1,34,39,26,9,16,7,35,35,30,37,19,11,14,2,13,48,27,1,24,21,20,40,51,43,22,38,13,15,53,8,35,32,18,12,8,40,16,24,25,23,13,23,39,36,51,28,43,38,15,4,40,16,14,41,53,4,17,45,29,6,24,42,36,18,29,37,21,26,20,40,39,28,30,27,17,9,22,13,15,6,20,12,25,28,24,52,14,24,4,35,8,5,19,37,33,46,19,17,34
1,39,38,24,9,17,8,31,38,29,37,19,11,14,2,13,50,25,1,27,20,20,45,47,43,22,44,13,18,47,8,37,34,17,12,8,41,17,25,25,21,13,21,38,40,46,30,47,39,15,3,41,18,13,40,49,4,16,49,33,6,25,43,37,19,27,40,20,24,17,45,37,33,26,23,19,8,24,13,14,6,20,11,26,31,22,50,14,24,4,34,9,5,18,34,38,47,18,17,32
