40,6
2,1,1,1,2,1,1,1,2,3,3,2,1,1,3,3,3,1,1,2,3,1,3,3,3,3,2,2,3,3,1,1,3,2,3,3,2,2,2,2
1,1,2,2,2,1,1,1,3,3,1,2,3,1,3,1,3,1,2,3,2,1,3,3,2,1,1,2,3,3,2,2,2,3,1,3,1,1,1,3
52,57,79,3,60,16,44,69,22,72,25,56,33,44,11,69,62,40,74,77,29,24,34,26,49,26,37,22,43,21,48,95,72,31,80,60,23,32,78,5
105,109,104,108,110,102,108,98,103,99,102,98,105,111,99,106,98,103,106,113,103,94,103,93,99,109,110,106,100,110,100,108,109,110,104,92,95,107,101,112
24,7,2,38,37,2,40,6,39,22,11,42,24,1,22,18,32,4,28,13,41,28,37,11,21,32,24,48,16,14,34,1,30,27,4,31,42,27,4,34
26,6,2,42,33,2,40,6,37,20,11,40,25,2,25,15,31,5,32,14,41,31,39,13,19,28,26,49,15,14,37,1,29,29,4,34,46,25,4,38
26,7,2,39,35,2,37,6,41,18,12,48,25,2,24,17,28,5,30,12,42,26,34,12,21,27,25,46,18,14,33,1,32,27,4,30,46,26,4,40
25,6,2,42,37,2,36,6,42,22,10,46,25,2,24,15,29,4,30,14,36,28,36,12,19,33,25,51,17,15,31,1,30,32,5,33,40,26,4,38
25,7,2,39,33,2,42,5,39,19,12,43,25,2,26,17,32,5,32,13,43,30,34,12,21,27,25,48,18,14,36,1,33,32,4,35,42,26,4,34
26,6,1,41,35,2,35,6,35,21,10,47,25,2,26,18,29,4,32,12,41,28,37,12,23,30,22,47,18,13,30,1,29,30,4,30,42,24,4,34
