200,10
3,2,2,1,2,1,3,2,3,3,3,3,1,3,2,2,3,2,3,2,1,1,1,1,2,1,3,1,3,2,3,2,2,1,3,1,1,2,3,3,1,3,1,1,2,2,1,1,2,3,3,3,3,2,2,1,2,3,1,2,3,1,3,1,3,1,1,3,2,1,1,1,2,1,2,3,2,2,3,1,3,2,1,1,1,2,1,2,2,1,1,2,2,3,3,2,1,1,3,2,1,2,3,3,3,1,2,3,2,2,1,2,3,2,1,3,3,1,2,2,2,1,2,1,2,3,3,1,3,3,1,2,1,1,2,2,3,3,3,1,1,1,1,3,1,3,3,2,1,2,1,2,1,3,3,2,2,1,2,3,1,3,3,3,1,3,1,2,1,3,3,1,2,2,2,3,3,3,1,2,2,3,1,1,2,2,1,3,1,1,1,1,1,1,1,1,3,1,3,1
1,2,1,2,2,2,1,2,3,3,3,1,1,1,1,2,3,2,3,2,1,2,1,3,3,1,2,2,3,2,3,3,3,3,3,2,3,1,3,3,3,3,2,3,3,1,2,1,3,1,3,3,2,3,3,3,3,1,2,2,1,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,1,3,2,3,2,2,3,3,2,3,2,2,2,2,2,3,1,1,2,1,3,1,2,2,1,1,3,1,1,3,1,2,3,1,2,2,1,1,3,2,3,1,3,1,3,2,2,2,3,2,1,1,1,1,1,3,2,3,2,1,2,1,2,2,2,2,2,3,2,1,1,2,1,1,2,2,1,1,3,1,1,2,3,2,2,2,1,2,2,1,1,3,3,1,3,2,3,2,3,2,3,3,1,2,1,1,1,3,2,3,1,1,2,2,1,2,2,3,3,2,3,3,1,3
136,247,138,117,39,114,145,163,226,330,118,173,297,92,218,2,216,261,3,48,269,79,118,315,279,1,32,107,272,210,273,125,308,69,223,136,328,230,93,103,295,221,33,62,38,131,133,267,90,162,170,239,135,152,216,246,191,231,156,208,124,90,240,79,244,201,104,116,38,253,70,51,32,19,177,83,193,0,90,185,336,219,208,200,312,8,58,128,225,62,88,146,187,129,123,127,165,56,205,38,186,9,96,103,55,199,356,195,45,159,105,98,210,115,211,19,81,73,148,166,71,65,69,145,260,55,199,90,116,47,199,122,319,121,198,148,271,307,240,49,63,136,163,101,170,145,152,72,106,119,97,131,64,293,300,181,122,146,44,124,206,10,278,101,144,73,68,156,163,218,34,216,171,47,196,247,167,82,132,54,155,94,241,216,162,240,330,94,76,70,206,78,167,50,183,83,234,170,223,309
324,389,300,273,342,323,378,273,294,375,282,270,397,325,391,369,292,282,355,360,381,394,354,372,341,394,386,276,375,357,279,272,329,309,336,323,346,285,339,312,388,280,296,343,273,382,373,293,339,269,348,284,392,322,355,329,336,369,269,397,369,399,398,303,374,382,302,293,268,306,295,363,388,338,303,333,346,394,283,295,397,348,301,277,320,389,299,276,362,271,320,395,304,393,386,341,368,302,345,368,321,300,364,310,279,307,386,284,271,312,285,383,300,378,302,393,310,266,347,273,353,274,357,271,317,306,347,314,362,353,369,341,345,286,361,377,309,394,348,378,357,280,387,324,342,281,377,305,349,298,391,314,389,385,393,287,398,266,397,387,330,322,326,298,319,327,384,367,283,363,354,365,286,286,340,290,381,315,267,344,333,272,296,322,372,358,361,372,283,370,379,390,278,304,375,274,387,279,336,383
38,26,31,19,24,34,24,13,5,22,40,2,13,9,48,15,25,1,6,21,36,6,42,28,46,47,43,49,26,13,3,27,4,31,9,28,9,29,29,51,14,22,2,25,14,3,31,21,24,38,36,20,6,22,10,23,4,44,28,31,9,24,39,8,3,11,7,35,11,10,30,4,46,20,40,45,40,33,7,8,23,43,11,29,6,25,41,42,41,26,10,49,38,26,6,10,38,2,24,12,31,5,42,11,33,21,26,1,31,40,7,40,40,16,18,2,42,32,26,31,7,38,44,3,12,9,35,43,9,33,34,42,22,5,42,7,36,39,36,36,17,41,21,30,40,17,29,44,53,45,1,20,24,13,24,20,3,43,2,34,7,26,31,23,33,19,5,52,45,5,15,5,45,53,34,48,14,40,8,36,7,44,18,29,49,26,16,48,41,11,43,24,18,50,28,39,23,23,40,32
35,24,28,19,23,34,23,13,5,22,36,2,14,10,41,13,26,1,7,21,36,6,39,32,45,47,38,51,24,13,3,27,5,29,8,28,10,29,27,45,16,20,2,21,14,3,30,24,24,36,39,19,6,23,11,27,3,45,26,29,8,27,45,9,3,11,8,36,12,9,30,4,46,21,43,53,43,31,7,9,24,50,12,29,6,22,41,38,39,23,9,52,37,28,5,9,44,3,27,11,34,5,44,13,35,21,31,1,34,37,8,41,39,15,18,2,38,31,23,34,8,34,51,3,13,7,35,38,10,33,32,43,22,6,47,7,36,41,39,33,14,37,22,28,47,19,30,40,50,40,1,20,25,14,23,18,4,41,2,32,7,23,27,22,29,17,5,47,44,5,12,6,41,53,30,44,12,46,8,42,6,53,18,29,45,24,18,45,37,12,38,22,18,46,24,43,20,21,41,32
38,25,32,18,22,35,22,13,5,22,35,2,13,10,44,13,30,1,6,20,35,5,38,29,51,43,41,46,26,13,3,23,4,31,8,27,8,26,30,50,15,23,2,24,12,3,32,20,25,34,38,19,5,22,11,26,3,42,29,29,9,27,40,8,3,10,7,31,11,10,31,3,53,19,42,50,43,30,6,9,24,45,13,33,6,26,38,37,38,27,9,46,43,26,5,10,39,3,24,11,30,5,39,13,30,22,27,1,33,37,8,46,39,16,17,2,43,30,23,36,7,40,48,3,12,7,36,39,10,33,35,48,20,5,46,7,35,39,39,33,14,34,20,27,41,17,27,43,48,40,1,17,24,14,22,19,3,42,2,33,7,23,32,19,31,19,4,46,40,5,13,5,39,50,33,47,14,46,8,42,6,45,20,35,45,24,16,49,40,12,41,24,15,44,25,42,24,21,46,29
38,24,31,19,25,35,22,14,5,21,37,2,14,9,47,14,29,1,7,22,35,5,38,32,47,42,45,51,22,13,3,27,4,31,9,30,9,25,27,47,16,23,2,22,13,3,34,23,25,40,38,17,6,23,12,26,3,42,30,32,9,26,38,9,3,12,8,33,11,9,31,4,50,21,48,47,43,31,7,10,24,50,11,33,6,23,43,39,42,26,9,49,37,31,6,11,37,3,23,12,34,5,41,12,35,20,31,1,28,39,7,48,40,17,17,1,43,30,24,31,7,39,51,3,12,7,41,42,10,33,40,45,22,5,46,6,37,39,32,35,17,37,22,26,43,16,29,39,43,38,1,20,28,14,23,18,3,41,2,37,8,24,28,20,28,19,5,54,41,5,15,5,39,50,33,47,14,45,7,39,6,49,19,32,47,23,18,46,39,12,42,24,16,49,27,42,22,19,47,33
35,23,31,18,23,30,23,14,5,23,35,2,14,10,41,14,28,1,6,20,32,6,36,32,49,46,41,51,22,13,3,27,4,30,8,31,9,28,28,46,14,23,2,23,13,3,33,23,25,35,36,17,5,26,11,26,4,43,25,32,8,25,47,9,3,10,7,35,12,9,28,4,46,18,44,47,45,32,7,9,27,45,11,32,6,22,43,37,40,27,8,44,38,27,5,9,42,3,25,13,33,5,42,11,31,22,31,1,30,40,8,46,37,17,18,2,43,31,24,32,7,40,49,3,12,8,37,38,9,34,32,41,21,5,46,7,37,35,34,34,16,39,20,28,41,17,31,46,52,45,1,19,25,12,24,20,3,41,2,36,7,26,30,20,32,21,5,48,43,5,13,5,42,49,33,42,14,47,8,36,7,54,17,33,44,26,17,44,37,12,39,24,18,48,24,43,21,23,46,31
36,22,31,20,23,31,20,13,5,22,40,2,14,9,40,14,30,1,7,24,33,5,38,30,43,39,43,51,24,14,3,22,4,28,9,29,8,28,29,44,14,21,2,21,14,3,30,24,23,38,39,18,6,26,11,24,3,41,27,34,9,28,39,8,3,11,8,34,10,9,27,4,47,21,46,45,44,29,8,10,24,42,11,30,6,24,41,38,41,25,9,49,40,27,5,11,39,3,25,13,34,5,39,13,29,23,28,1,31,36,8,42,36,15,18,2,40,32,26,34,7,33,49,3,10,8,35,42,9,33,34,46,22,5,47,6,41,38,38,33,16,35,24,26,40,18,29,42,46,45,1,17,28,12,25,18,4,46,2,33,8,25,29,22,33,20,4,46,46,5,14,5,40,52,32,42,13,48,8,41,7,53,20,31,44,27,16,47,44,13,39,22,17,46,26,40,21,23,46,29
