60,10
2,1,3,2,2,3,2,2,1,1,1,1,3,1,1,3,2,1,2,3,2,3,1,3,2,1,3,1,2,1,2,1,1,2,3,2,3,3,1,1,1,2,2,2,3,3,2,3,3,2,2,2,3,1,1,2,1,3,2,1
3,3,3,2,3,2,2,3,3,2,2,3,2,1,1,2,3,1,2,1,3,3,3,2,1,3,1,3,1,1,1,2,3,2,3,3,1,1,1,2,3,2,2,1,2,2,2,2,3,2,2,2,1,2,2,3,3,2,2,3
13,71,27,39,46,7,36,37,52,28,2,67,56,48,0,15,45,50,47,3,7,12,39,72,45,5,21,53,18,24,49,51,15,5,11,2,8,37,39,37,5,66,23,44,23,12,5,78,9,4,14,10,5,61,36,18,80,10,22,34
99,93,95,108,99,98,98,93,107,96,96,94,98,106,101,105,101,92,102,108,95,106,104,89,104,107,97,107,91,101,96,105,104,108,102,105,97,103,97,103,106,92,108,93,99,106,103,108,107,99,101,97,90,106,103,99,105,94,92,107
18,21,15,45,18,46,8,15,3,26,6,21,5,35,9,31,37,25,41,21,21,23,32,16,46,8,21,10,42,16,28,19,10,46,2,24,30,31,30,15,12,22,21,39,39,48,39,21,32,13,25,11,43,46,41,6,21,32,24,31
17,21,18,51,19,46,8,15,3,28,6,25,5,37,8,28,41,22,39,22,22,23,31,18,42,7,23,10,50,14,32,19,11,45,2,23,32,32,30,16,12,21,21,42,40,48,42,21,32,14,26,12,41,47,37,6,21,29,25,31
17,19,18,48,17,43,9,17,3,26,5,23,5,35,9,26,35,24,44,20,22,23,33,17,43,8,20,11,42,14,32,17,11,48,2,23,30,34,29,15,13,22,19,44,36,45,40,21,32,14,28,11,45,47,37,6,21,33,25,33
17,21,15,54,19,43,9,16,3,29,6,25,4,34,9,30,37,26,41,22,20,24,36,17,44,7,20,9,43,16,27,19,10,48,2,27,33,32,28,17,12,20,22,41,41,47,39,18,36,14,27,11,44,39,44,6,21,34,22,29
17,22,17,50,16,48,8,16,3,26,6,26,5,39,9,26,41,23,43,21,22,24,35,16,41,8,23,9,48,14,27,20,10,48,2,24,31,33,29,17,11,22,19,39,39,49,42,18,35,14,23,11,42,45,44,7,20,30,23,28
16,20,17,49,17,46,8,14,3,25,6,24,4,40,10,30,39,24,45,21,21,22,34,17,42,7,21,10,49,15,32,19,12,53,2,27,28,31,32,14,12,20,21,39,42,51,36,20,32,14,23,12,42,41,37,7,22,28,23,33
17,19,18,45,17,48,8,16,3,24,6,22,5,40,10,26,40,23,42,19,22,22,31,18,43,7,20,10,48,15,31,21,12,44,2,23,29,32,33,17,13,21,21,38,40,45,38,20,32,13,27,11,40,41,44,6,20,30,21,28
16,19,16,52,18,48,8,17,3,25,6,23,5,37,8,28,37,24,42,23,21,21,37,17,40,7,22,10,42,13,31,20,11,44,2,25,32,32,33,17,12,20,18,37,42,49,36,22,32,13,28,11,37,47,41,6,19,33,25,28
17,20,16,47,18,45,8,15,3,24,5,23,5,42,9,26,36,24,44,21,22,24,33,16,47,7,21,9,44,16,32,20,11,45,2,26,33,34,29,17,14,20,21,40,38,53,36,19,32,13,25,11,43,43,38,6,18,33,25,33
16,19,18,46,19,43,8,14,3,29,5,26,5,36,9,29,35,26,39,21,21,21,34,16,44,7,20,11,43,14,28,18,11,47,2,22,31,29,34,17,12,21,19,40,42,48,41,19,31,12,27,12,38,41,44,7,22,30,24,28
