100,8
2,1,3,2,3,1,2,1,2,1,1,1,1,2,3,3,2,1,3,3,3,1,2,1,1,2,2,1,1,3,1,2,2,2,1,3,3,3,1,1,2,2,1,1,3,2,1,1,1,2,3,3,2,2,3,1,1,2,1,2,3,3,2,1,1,2,3,1,3,1,1,2,1,2,2,3,2,1,1,1,1,2,2,3,3,2,1,1,1,3,2,3,1,3,3,3,1,3,1,3
2,3,1,3,3,2,1,3,2,2,1,2,2,1,2,1,1,3,3,1,2,2,3,1,2,1,2,2,1,1,3,3,1,2,2,1,3,1,3,2,3,3,3,3,3,1,1,3,1,1,1,3,2,1,3,3,1,2,1,2,2,3,2,3,3,1,2,3,1,1,1,1,1,3,3,2,3,2,2,1,1,3,2,2,1,1,3,2,1,3,1,3,1,1,2,2,1,1,2,1
112,5,7,142,21,76,194,133,64,12,12,38,139,27,1,61,54,82,54,149,85,115,134,174,22,176,13,162,74,116,84,89,140,105,124,90,145,68,124,97,139,193,78,111,147,65,36,96,145,25,166,99,34,52,105,151,66,97,106,46,177,62,123,63,113,62,82,31,112,121,164,149,6,193,96,142,49,141,0,182,54,77,132,142,117,142,11,120,47,136,4,66,52,65,89,15,26,157,37,71
212,186,185,218,215,218,210,211,212,183,201,181,218,199,194,217,199,212,191,187,185,214,195,210,196,217,199,189,210,202,184,216,205,209,186,182,189,205,212,185,217,217,204,195,209,198,194,195,217,219,207,187,182,180,213,196,184,206,190,187,209,203,192,187,180,183,218,185,197,199,207,194,213,208,200,203,181,210,203,214,186,211,190,206,181,193,196,180,195,213,209,195,181,182,218,190,190,197,181,189
33,36,13,42,37,28,8,26,43,37,42,28,5,40,48,17,27,26,36,14,15,39,48,2,11,4,36,9,1,7,16,33,13,47,26,19,26,14,26,38,39,2,32,15,14,40,1,51,38,48,13,3,34,44,1,5,3,3,46,15,21,26,23,25,11,12,6,31,23,24,1,23,27,16,2,29,44,31,28,6,26,12,35,18,39,36,17,44,32,44,44,35,20,5,25,29,27,8,39,3
34,38,14,40,34,27,9,24,43,38,39,29,6,39,48,17,25,24,37,15,18,43,49,2,11,5,35,8,1,6,16,37,13,43,25,21,26,15,26,41,40,2,27,14,15,41,1,50,32,45,14,3,35,47,1,6,2,2,47,15,21,25,23,25,12,12,6,35,21,24,1,21,24,16,2,26,39,30,28,6,27,12,33,17,39,40,17,44,29,45,42,35,21,5,26,26,24,7,41,3
37,34,14,43,35,28,8,26,40,38,43,28,5,34,48,19,23,25,35,14,17,45,45,2,10,5,38,9,1,7,16,33,13,42,26,20,30,14,23,39,38,2,31,15,14,38,1,49,38,49,16,3,33,50,1,6,3,3,43,13,20,28,24,22,11,12,7,37,24,26,1,22,28,17,2,26,41,31,31,5,26,12,32,16,40,40,16,47,29,39,42,31,20,5,28,28,28,8,36,4
35,36,14,41,35,30,8,25,46,34,45,31,5,33,45,18,24,27,36,13,18,39,45,2,9,4,37,8,1,7,15,37,16,43,29,18,30,16,26,41,38,2,26,15,14,45,1,50,37,45,14,2,34,53,1,5,2,3,47,13,19,27,22,23,13,11,7,34,23,24,1,22,27,16,3,27,42,30,31,5,28,14,32,17,34,38,15,51,32,43,45,34,21,5,28,28,25,8,36,3
38,37,15,43,34,29,8,26,44,33,38,32,5,35,43,17,27,24,38,12,15,43,43,2,10,4,36,7,1,6,17,35,13,41,26,20,26,16,22,39,40,2,30,16,14,42,2,52,37,48,15,3,39,46,1,6,3,3,42,15,19,27,22,23,12,12,6,34,22,24,1,21,25,16,2,26,37,33,29,6,27,13,30,16,35,36,18,51,27,45,43,34,19,5,26,27,25,8,35,4
36,34,14,43,37,30,9,23,42,34,42,29,5,33,46,19,26,27,32,13,17,45,45,2,10,4,39,8,1,6,14,38,13,47,27,19,30,14,23,36,41,2,30,14,15,43,1,53,36,47,15,3,37,46,1,6,3,3,42,14,20,24,24,24,12,13,6,34,21,23,1,24,25,17,2,26,42,31,30,5,25,13,36,18,39,42,17,50,33,43,39,34,18,5,26,29,24,7,37,4
37,38,14,43,32,29,8,28,42,37,42,30,6,39,46,17,27,23,38,13,17,44,43,2,9,5,41,9,1,6,14,39,16,46,25,19,26,15,25,35,40,2,26,14,15,45,1,45,35,45,16,3,32,44,1,6,3,3,48,14,19,28,22,26,12,13,7,34,20,22,1,25,23,18,2,27,40,30,31,6,28,14,36,16,38,42,16,44,30,45,45,31,21,5,24,30,28,8,41,3
38,32,13,42,31,31,9,26,41,34,44,29,6,36,48,18,24,28,33,15,18,43,42,2,10,4,37,9,2,6,15,37,13,49,28,19,26,15,25,39,39,2,28,14,15,45,1,50,32,50,15,3,38,48,1,6,3,3,43,14,18,29,23,23,10,11,6,33,22,26,1,22,23,15,2,27,42,33,28,6,27,13,33,18,38,43,15,48,32,42,41,30,19,5,23,26,26,8,36,4
