100,8
1,1,3,1,1,3,3,3,3,3,2,2,2,3,1,3,1,1,3,1,1,2,1,1,1,1,3,3,1,3,3,3,2,1,1,1,3,2,1,1,3,2,2,1,2,1,2,1,1,2,2,1,3,1,2,3,2,2,1,1,2,3,3,1,3,3,1,2,3,2,1,3,2,1,2,2,2,3,3,3,3,3,1,3,1,2,1,1,3,2,2,3,1,1,3,1,2,2,1,1
2,2,3,3,3,2,1,3,1,2,2,1,3,1,2,3,3,1,3,3,3,3,1,3,2,1,3,3,1,3,1,3,2,3,1,2,1,3,3,3,3,3,2,1,2,3,3,2,2,2,3,1,1,3,1,2,2,2,1,2,2,1,2,2,1,1,3,1,2,2,3,2,1,2,1,2,1,3,2,1,1,3,1,1,2,1,1,2,2,3,1,1,2,3,3,3,3,2,1,2
4,108,112,47,75,46,124,153,148,5,94,131,124,23,165,41,8,126,67,68,202,17,148,130,123,193,70,11,85,160,65,144,140,108,185,106,59,77,35,82,95,131,78,157,177,94,122,118,194,54,70,174,74,90,122,49,104,8,168,102,104,177,54,129,6,38,97,46,66,76,159,97,1,113,67,7,110,23,18,28,64,136,123,68,126,123,170,67,80,129,68,104,44,148,30,182,120,139,53,39
222,199,188,219,217,194,210,217,205,200,192,229,204,216,213,210,204,225,227,222,229,203,221,215,204,224,217,222,219,225,215,197,213,195,219,203,201,208,223,194,207,193,229,198,222,194,214,220,225,207,221,201,204,198,218,221,216,216,209,223,222,217,228,212,205,192,210,228,200,209,191,210,229,201,197,203,227,193,212,225,204,217,215,229,219,218,205,213,192,197,204,207,189,205,191,222,202,200,210,198
37,31,32,3,17,1,41,36,19,49,32,2,23,43,46,30,38,19,18,46,27,14,34,33,19,31,22,41,38,35,21,7,39,27,23,4,31,3,53,50,47,19,33,45,32,25,35,32,4,23,1,21,47,33,22,24,7,23,7,47,42,27,10,11,1,6,4,10,41,5,29,29,44,6,28,45,37,1,6,16,16,4,22,22,44,12,25,45,40,3,18,26,9,50,21,8,15,35,37,41
44,29,32,2,19,1,42,34,17,52,31,3,24,41,47,27,34,19,16,48,27,17,32,37,20,32,19,34,39,29,21,8,40,33,20,5,31,3,46,42,47,20,35,46,33,25,33,31,4,25,1,22,44,33,22,25,8,21,6,48,43,28,10,10,1,6,4,9,41,4,29,32,40,5,27,43,38,1,6,18,16,4,19,18,41,11,27,40,38,3,17,30,8,52,20,8,14,33,32,40
41,30,34,3,19,1,47,33,17,48,29,2,23,44,51,27,35,18,19,45,30,17,34,31,21,37,20,36,35,33,18,9,38,27,22,4,30,3,53,43,49,21,37,46,32,25,34,31,4,25,1,24,44,33,22,26,7,23,6,44,42,28,10,11,2,7,4,10,42,5,34,32,45,6,26,42,39,1,6,17,14,4,21,21,47,12,25,45,40,3,16,27,9,51,18,8,14,31,32,39
42,32,35,2,18,2,48,33,17,49,27,3,26,38,47,27,39,17,20,41,28,14,33,36,18,37,19,38,36,35,19,8,40,29,24,4,33,3,48,42,51,21,31,39,37,29,35,30,4,24,1,20,46,35,22,26,7,23,7,49,39,26,11,11,1,6,4,10,38,4,30,33,43,5,26,45,36,1,6,16,16,3,21,21,45,11,27,42,38,2,18,28,8,46,21,8,14,36,36,43
40,35,31,3,18,1,48,32,16,53,27,2,23,39,45,30,32,20,19,44,29,16,34,37,19,36,21,41,36,33,22,8,36,32,23,5,32,3,45,44,52,20,32,47,35,29,35,32,3,24,1,21,45,36,22,25,6,24,6,47,39,27,11,11,1,7,4,11,35,4,33,31,40,6,28,41,35,1,6,16,17,4,19,21,43,12,28,42,38,3,17,29,9,44,20,9,14,33,36,37
42,34,30,3,19,2,43,39,17,48,29,2,23,44,46,28,36,19,16,45,26,16,35,38,20,37,22,37,39,33,20,8,42,27,24,4,29,3,53,43,44,17,32,45,38,24,35,31,4,23,1,22,41,35,22,25,8,25,7,47,45,28,9,11,1,6,4,10,41,4,31,29,44,6,25,40,38,1,6,17,16,4,22,21,45,12,24,39,35,3,15,25,10,47,19,9,16,38,32,39
44,30,31,3,17,1,44,33,18,49,31,2,24,45,44,31,32,19,17,43,26,15,35,33,18,33,22,36,40,31,19,9,35,30,24,4,31,3,48,46,50,21,36,39,33,26,35,35,4,23,1,20,43,33,20,24,8,25,7,43,41,27,9,10,1,7,4,11,38,4,31,31,39,6,24,44,36,1,6,17,17,4,20,20,41,12,28,42,41,3,18,30,9,48,21,9,14,37,32,40
37,34,32,3,19,1,45,38,19,50,30,3,22,39,49,29,34,18,20,46,29,15,34,33,18,33,19,35,41,31,19,7,40,31,24,4,30,3,44,48,52,18,33,40,36,27,35,35,4,25,1,23,45,38,20,26,7,24,7,46,37,29,11,11,1,6,4,9,39,4,33,34,44,6,25,45,36,1,6,16,17,3,20,20,45,12,27,38,41,3,18,25,8,50,19,8,16,31,34,40
