100,6
2,1,2,2,2,2,2,3,1,2,1,1,2,1,3,1,2,1,1,1,3,1,1,1,3,3,2,2,3,3,3,2,2,3,2,3,3,3,2,2,3,1,2,3,2,2,2,2,3,2,1,3,2,1,2,2,1,1,2,3,3,1,2,1,2,3,2,3,1,2,2,1,1,1,3,3,3,3,3,1,2,3,2,1,1,2,1,1,2,3,3,2,1,2,3,3,2,3,2,2
2,1,2,3,2,2,3,3,1,3,1,3,1,1,3,2,2,3,3,1,1,2,2,2,1,2,2,3,2,1,2,2,2,2,1,3,2,3,2,1,3,2,3,3,1,3,3,3,3,2,2,3,2,2,2,1,1,1,1,2,3,2,2,3,2,3,1,1,2,3,2,1,3,1,2,3,3,3,3,2,2,3,3,1,1,3,3,3,1,2,3,1,3,3,1,3,1,1,3,3
24,102,104,302,79,101,83,136,268,55,90,17,69,136,199,36,152,52,233,185,49,146,52,143,69,188,269,200,212,175,106,65,34,115,152,10,227,160,184,107,49,242,132,214,86,63,174,265,170,65,201,19,166,263,174,132,172,66,93,46,36,233,36,64,125,203,255,34,218,40,234,42,109,57,94,154,20,273,59,171,103,18,12,148,203,122,240,108,149,15,55,147,21,158,71,183,22,97,146,233
260,261,260,311,303,271,278,272,302,276,303,272,292,276,286,268,283,284,265,310,274,276,296,270,286,276,305,279,279,270,267,265,290,265,303,266,280,263,269,287,312,289,277,292,284,296,311,313,273,285,272,279,315,298,265,275,272,288,291,303,284,288,304,270,261,315,278,268,305,309,311,295,260,298,298,270,278,293,287,314,310,269,315,282,259,289,273,268,266,289,264,291,260,309,281,268,287,280,279,287
48,18,21,4,31,18,54,32,2,39,11,47,23,32,36,26,8,8,22,14,51,35,5,35,23,19,3,4,30,32,33,40,9,43,26,3,7,36,31,22,43,41,14,37,35,10,29,39,6,29,15,11,47,4,6,50,2,25,11,2,10,52,45,33,2,18,14,13,50,24,14,14,37,18,49,4,36,15,23,17,24,43,45,37,38,50,35,23,12,49,13,48,43,44,18,25,28,7,40,32
46,17,23,4,30,18,46,33,3,38,11,46,22,27,41,26,8,8,21,12,50,33,5,39,22,18,3,4,29,33,33,43,9,41,28,3,8,37,30,21,45,36,15,39,40,10,29,37,6,29,15,12,52,4,5,50,2,26,13,3,9,50,42,28,2,16,14,14,47,25,12,16,38,19,43,4,41,15,21,19,24,49,42,41,40,48,36,24,12,47,14,46,47,42,21,26,31,7,36,32
43,17,24,5,33,18,53,32,3,42,11,43,23,28,37,28,8,8,21,14,44,36,5,37,23,16,3,4,31,36,35,40,9,42,26,3,7,38,32,22,43,36,16,40,36,8,34,39,5,28,15,11,49,4,5,50,2,30,14,3,9,51,44,28,2,17,14,15,43,25,14,15,41,18,48,4,35,15,23,18,27,47,46,35,42,46,32,22,12,46,13,46,47,38,18,30,30,6,39,36
50,16,24,5,30,18,54,32,3,39,11,47,22,28,37,25,8,10,19,13,52,39,5,40,25,17,3,5,27,37,37,42,9,44,25,3,7,43,31,20,38,38,16,39,38,10,29,35,6,30,15,11,47,4,6,43,2,26,12,2,10,46,45,32,2,19,15,15,48,22,14,16,39,19,44,4,40,17,20,19,24,49,43,37,38,49,32,22,13,46,12,41,39,41,20,29,32,7,38,33
44,16,24,5,32,17,46,36,3,44,11,45,22,31,38,26,8,8,21,14,50,37,5,41,26,18,4,5,28,32,33,40,8,40,23,3,7,41,31,23,41,34,17,42,39,8,33,39,6,32,15,11,45,4,5,48,2,24,13,3,10,46,43,29,2,17,14,15,46,24,15,16,43,19,49,4,38,18,22,18,29,44,49,38,45,44,32,25,12,50,14,48,42,45,19,31,30,6,39,35
43,18,23,4,30,18,49,34,3,40,10,46,22,28,38,29,8,9,19,13,44,34,4,36,23,18,3,4,29,36,35,39,10,41,24,3,8,37,34,20,42,39,15,37,34,9,31,38,5,29,14,12,47,4,6,50,2,25,13,2,10,49,44,28,2,18,15,13,49,27,14,15,39,17,45,3,40,16,21,20,28,44,41,41,41,47,33,21,12,45,15,49,45,39,18,26,29,7,39,31
