80,8
3,1,1,2,3,1,3,3,3,1,3,3,1,2,3,1,2,2,2,1,2,3,1,2,3,2,3,1,2,3,2,2,2,2,1,1,3,1,2,3,1,3,1,1,2,1,2,3,1,1,1,3,1,1,1,2,3,2,1,1,1,2,2,3,3,3,1,3,2,2,2,2,3,2,3,2,2,3,3,1
1,3,2,1,2,3,3,1,2,2,3,3,3,1,2,3,1,2,1,3,3,2,2,2,2,3,3,2,3,1,2,2,2,2,1,3,1,1,3,3,2,2,3,2,3,2,1,3,1,3,2,1,1,2,2,1,1,2,1,3,2,1,2,3,1,2,2,3,2,3,2,3,1,1,2,1,1,1,3,3
143,36,63,103,10,44,54,63,42,48,13,50,1,128,4,150,32,15,61,94,22,35,96,35,11,36,129,125,75,31,126,91,134,86,45,45,75,82,96,24,126,45,54,92,127,117,75,26,24,4,98,61,51,120,51,56,67,29,40,74,112,144,35,100,98,88,109,36,13,25,17,91,71,64,106,53,133,110,0,115
173,183,169,159,165,167,183,171,175,165,154,167,184,174,165,170,160,176,180,187,163,174,173,163,162,162,156,160,155,154,168,185,186,181,179,172,164,166,158,170,183,159,185,179,177,177,175,177,171,168,168,174,172,163,167,170,166,177,159,167,162,172,178,167,162,170,161,156,159,184,170,169,161,158,180,154,174,180,170,186
14,44,12,30,19,42,15,31,15,24,41,19,13,40,36,8,9,39,17,27,6,42,41,39,25,6,24,28,26,33,40,9,41,27,37,9,37,8,41,20,32,11,39,26,19,43,24,32,14,23,39,40,24,11,25,8,32,44,28,36,22,27,9,45,33,29,34,12,32,32,5,36,14,20,36,5,4,32,23,10
13,44,13,28,19,48,15,27,14,26,41,17,12,41,41,7,8,44,16,26,5,47,47,40,26,6,24,31,28,31,37,10,42,30,33,9,34,9,38,20,32,9,42,24,17,52,24,30,15,23,37,40,22,11,27,8,33,49,31,31,19,23,9,39,38,31,30,11,30,28,6,33,14,21,40,6,4,32,24,9
12,41,13,31,17,43,15,32,14,24,39,20,13,41,41,8,10,47,17,23,5,39,41,37,24,7,21,31,30,32,38,9,38,27,36,9,39,8,39,22,33,9,38,24,17,47,22,33,15,24,38,41,25,9,24,9,32,48,28,30,19,23,9,43,34,35,30,13,30,29,6,40,14,24,40,6,4,33,25,11
14,48,14,31,19,42,13,29,15,23,41,19,13,43,43,9,10,45,17,23,6,47,46,42,26,7,22,28,25,30,37,10,38,28,39,8,38,8,41,21,28,11,39,27,18,43,21,33,14,22,36,42,24,10,26,9,33,43,29,31,22,23,8,38,35,32,34,12,31,33,5,39,15,20,42,6,3,34,23,9
14,42,13,30,17,44,15,30,15,24,42,18,11,40,36,8,8,43,16,25,6,40,43,40,23,6,22,29,26,31,42,9,39,28,38,8,33,7,37,19,29,9,37,25,17,44,20,30,16,22,37,39,21,10,26,9,30,44,29,31,21,24,10,42,36,31,31,11,29,28,6,38,17,20,38,6,4,35,23,10
13,43,12,33,16,44,15,31,16,23,39,18,14,39,41,8,10,41,18,25,6,43,47,37,22,7,22,29,27,32,40,9,42,29,39,9,34,8,41,19,33,10,36,28,18,49,21,35,14,25,35,42,22,9,23,10,35,49,28,36,23,22,8,41,32,33,34,12,30,32,6,34,17,21,35,6,4,35,26,11
12,45,13,29,18,44,14,29,14,23,44,20,13,36,40,8,9,43,15,28,6,41,48,36,27,7,23,28,27,30,41,9,41,32,39,8,38,8,40,18,30,10,36,26,19,46,23,32,15,26,42,46,22,10,23,9,34,51,31,36,22,22,9,41,35,33,35,13,27,33,5,33,16,24,41,6,3,31,24,11
14,46,12,28,16,50,15,27,14,24,44,20,12,42,40,7,9,45,15,23,6,42,46,37,23,6,22,31,28,32,43,9,36,27,40,9,38,8,39,19,29,9,39,25,16,47,22,32,14,22,42,42,23,11,25,9,34,50,31,36,22,27,9,41,35,32,33,12,29,32,5,35,15,23,38,6,4,30,25,11
