60,10
2,3,1,3,3,3,1,1,2,1,1,1,1,2,3,1,3,2,1,1,3,2,1,2,1,1,3,1,2,3,3,1,2,3,2,2,1,3,3,3,3,2,1,1,3,1,1,2,2,2,1,3,1,3,1,3,2,1,2,3
1,2,3,2,1,1,2,1,2,3,3,3,3,2,2,2,3,1,2,1,2,1,3,2,1,1,2,1,1,3,2,2,2,1,3,2,1,3,3,1,1,3,1,3,2,2,1,2,1,1,3,2,3,3,2,1,3,1,1,2
62,54,15,31,36,13,16,73,16,39,39,40,46,20,55,73,51,76,80,7,61,24,51,61,23,3,12,27,9,39,7,39,48,39,57,5,19,54,1,40,51,71,32,72,39,24,54,11,22,69,51,83,39,35,59,16,78,34,17,46
84,92,102,85,93,101,90,103,91,89,90,90,87,97,96,94,103,97,100,92,91,99,94,92,90,94,88,102,87,89,100,93,102,92,97,86,95,97,102,98,99,103,95,85,92,93,99,93,90,101,91,97,98,86,100,86,86,97,85,93
10,13,29,51,47,41,30,27,15,43,23,32,9,20,33,19,18,6,5,32,17,16,24,8,12,47,30,28,16,45,22,2,18,40,32,24,25,33,34,29,1,3,21,9,7,45,13,35,41,33,38,14,10,42,35,7,4,36,14,21
10,12,25,44,47,40,31,27,13,45,23,29,9,20,35,18,17,5,5,26,17,14,24,8,12,48,35,27,18,47,22,2,17,36,31,25,26,33,37,28,0,3,24,9,6,44,11,41,38,29,36,14,11,39,35,7,4,34,13,19
9,11,28,47,42,44,28,27,15,44,21,31,10,19,33,22,18,6,6,29,20,17,21,8,12,44,36,28,16,40,20,2,17,41,31,24,23,36,37,33,0,3,21,9,7,44,13,37,39,31,32,13,9,41,32,7,4,31,13,19
9,12,26,46,41,44,30,27,15,39,24,27,9,21,30,20,17,6,5,30,19,16,22,7,13,43,35,27,17,44,20,2,17,43,35,23,24,31,34,31,1,3,22,11,8,46,13,41,41,33,36,14,10,38,29,7,4,33,12,21
9,14,28,54,44,40,32,27,13,40,22,28,10,21,34,20,20,5,5,30,17,14,22,8,12,49,30,26,19,45,22,2,17,37,30,22,28,33,37,33,0,3,22,10,6,41,13,38,38,28,36,13,10,37,31,7,4,36,13,20
8,13,29,53,41,41,28,31,15,40,23,29,8,17,33,20,19,5,5,28,18,16,24,7,11,46,35,28,17,45,21,2,18,40,35,25,26,36,39,29,1,3,23,10,8,47,13,41,38,34,33,13,10,35,35,8,4,33,14,20
9,12,27,48,45,42,32,32,14,41,22,32,9,21,33,20,17,6,6,31,17,17,22,8,11,46,30,24,19,41,21,2,16,39,30,22,27,32,39,29,1,3,20,9,7,42,12,40,45,29,35,12,10,41,32,7,4,37,14,21
10,12,27,54,49,43,28,29,14,40,20,27,8,20,33,19,17,6,5,29,18,15,24,9,12,45,33,26,17,45,20,2,17,43,34,23,25,35,33,33,1,3,23,10,7,41,11,36,42,28,38,12,11,38,35,8,4,37,12,21
9,13,28,49,40,42,29,31,15,42,22,31,9,20,33,21,19,6,5,31,19,14,25,8,11,41,35,26,19,42,22,2,17,39,35,24,23,33,37,33,0,3,24,10,8,41,11,39,45,31,31,13,10,42,30,8,4,34,14,19
8,13,29,47,49,43,28,32,14,39,23,29,9,19,31,18,20,6,5,30,20,16,21,8,12,47,34,25,17,43,22,2,16,38,34,22,27,37,37,34,1,3,21,9,8,45,13,40,41,31,37,14,11,39,34,8,4,31,13,20
