40,10
3,1,1,2,1,2,3,2,2,1,3,2,3,3,2,1,2,2,1,1,1,3,2,1,3,3,2,1,1,2,1,1,2,3,1,2,1,3,2,3
1,2,2,1,3,1,3,3,1,3,1,3,2,3,2,1,2,3,2,1,3,2,3,1,3,1,1,3,1,2,3,1,1,1,3,2,2,1,3,3
53,43,9,17,52,37,22,13,8,15,30,35,25,6,0,11,40,49,23,0,9,27,15,45,60,23,3,15,52,22,44,13,34,34,41,16,2,24,13,34
68,69,75,72,77,71,67,75,77,66,71,71,65,69,67,64,71,68,67,71,71,67,65,72,75,72,78,68,78,70,76,71,68,68,73,69,75,73,73,76
10,27,48,51,2,37,1,31,50,19,28,28,23,45,37,43,16,10,31,21,6,36,35,19,15,43,35,28,16,47,25,12,8,29,25,41,31,46,9,4
9,25,49,47,2,36,1,29,50,22,27,28,25,50,40,46,17,10,26,23,7,36,33,20,16,43,35,29,17,47,23,14,8,31,23,45,33,50,9,5
9,27,44,44,2,37,1,30,47,19,32,25,26,49,40,43,17,11,29,19,6,41,31,21,17,39,35,30,18,52,24,14,8,29,23,40,34,51,10,4
9,26,44,48,2,35,1,32,43,19,30,26,25,51,44,40,16,9,31,22,6,38,37,20,15,40,42,29,17,44,21,14,8,29,25,41,37,46,8,5
9,30,43,44,2,32,1,33,49,21,28,30,23,48,37,48,15,11,28,22,6,41,35,18,17,46,36,28,16,44,22,13,8,28,27,39,38,47,9,5
10,28,49,46,2,32,2,28,43,21,31,27,25,43,43,40,16,10,30,19,6,39,32,19,14,43,40,28,18,45,21,15,8,26,24,40,35,46,9,4
9,29,48,44,2,38,1,32,52,18,31,30,26,48,37,45,16,10,27,20,7,37,34,21,16,41,35,29,15,50,22,13,7,26,23,39,33,49,9,5
11,26,43,51,2,36,1,31,51,22,28,30,23,51,44,41,15,11,31,23,7,37,33,19,17,39,40,26,16,48,25,13,9,31,26,45,36,52,9,4
9,29,48,43,2,32,1,28,47,19,29,27,25,48,40,48,17,11,28,22,7,36,37,18,15,44,37,27,17,43,22,13,8,29,25,44,33,48,8,4
9,30,52,48,2,33,1,28,45,21,32,27,23,44,39,44,16,11,27,21,6,36,32,21,15,38,40,26,17,48,22,14,8,27,27,46,32,47,10,4
