120,8
1,3,3,1,2,1,3,2,2,2,2,1,1,3,1,3,3,3,1,2,3,3,3,1,1,2,1,1,2,3,2,1,2,3,2,1,2,1,1,2,1,2,2,1,2,3,2,2,1,1,1,1,3,3,2,3,1,2,3,2,1,3,3,2,1,1,3,3,3,3,3,2,3,2,3,1,2,1,3,1,3,2,2,2,2,2,1,3,2,1,1,3,1,3,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,3,2,2,1,1,3,3,1,2
3,3,3,2,3,2,2,2,2,2,3,3,1,1,2,1,1,2,1,3,1,2,2,2,3,3,2,2,3,2,1,1,3,2,2,1,1,3,3,3,2,3,2,3,3,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,3,3,2,1,1,1,1,2,2,1,2,2,1,3,3,3,2,3,2,3,2,2,2,3,1,3,1,2,3,1,3,1,3,1,2,1,2,3,3,1,3,1,3,3,1,3,1,1,2,1,1,1,1,3,3,3,3,1,3
51,219,186,6,205,126,125,155,83,180,126,176,90,79,158,86,195,1,5,160,147,155,119,9,7,18,192,155,38,57,0,74,98,111,162,64,94,37,42,193,7,169,81,196,135,160,35,183,171,73,195,47,80,112,9,181,29,180,80,124,38,121,84,12,109,11,166,108,199,120,70,174,64,31,132,141,12,19,143,118,170,130,133,202,123,99,210,118,165,74,186,74,192,100,128,138,73,29,52,22,174,90,196,50,60,105,2,68,75,200,206,0,62,130,183,89,112,109,242,155
244,232,219,226,247,225,226,255,241,220,256,234,238,262,217,217,245,230,242,225,226,237,253,259,230,264,238,256,241,244,233,219,261,263,247,263,234,238,235,236,257,251,234,223,252,240,246,220,259,235,217,221,242,229,240,237,228,222,219,236,243,248,245,234,261,223,217,245,226,256,255,260,243,233,233,264,226,227,257,227,226,253,238,257,253,253,252,259,238,242,245,227,254,225,221,221,246,256,257,256,227,240,244,247,239,248,221,229,219,250,250,238,224,221,253,230,232,234,260,263
12,6,25,49,11,26,7,8,2,9,15,41,15,12,43,32,46,46,42,44,45,41,6,48,22,10,31,27,25,44,31,18,28,42,39,42,13,17,24,14,34,48,40,4,34,6,25,1,26,47,17,2,10,34,36,4,14,32,2,1,36,42,5,10,41,18,50,41,6,23,38,38,44,11,34,22,45,14,7,17,33,23,32,13,25,35,12,43,48,13,11,24,34,4,44,46,18,24,39,3,4,41,6,39,22,3,7,1,11,29,22,10,31,43,28,1,26,15,6,18
13,7,23,43,11,23,7,9,2,9,15,38,14,11,49,34,47,45,40,48,44,42,7,42,23,11,28,31,28,43,30,18,31,44,35,39,13,15,20,14,34,44,40,5,33,6,23,1,27,45,19,3,9,35,40,4,14,31,2,1,42,40,4,11,42,18,52,41,6,25,36,40,48,12,34,22,47,13,7,17,28,26,38,14,24,33,15,49,49,13,10,23,37,4,44,42,18,21,42,3,5,41,6,40,22,3,7,1,10,32,22,9,29,44,34,1,28,16,7,17
12,6,22,42,12,23,6,8,2,9,15,42,16,10,49,35,44,42,40,49,50,43,7,48,21,11,31,29,28,44,31,19,32,46,37,39,13,18,22,13,36,47,44,5,36,6,25,1,29,45,18,2,9,35,38,4,14,27,2,1,38,43,4,10,46,17,45,41,6,23,37,39,44,12,38,20,43,14,7,18,32,25,39,13,25,33,14,46,43,12,11,23,35,4,40,47,19,23,45,3,4,40,6,37,23,3,7,1,10,28,22,11,29,40,32,1,28,15,7,18
13,6,24,46,11,22,6,9,2,9,15,44,15,12,49,37,46,40,47,49,50,43,7,45,25,10,31,27,28,43,30,17,27,41,37,44,11,15,21,14,32,40,47,5,37,6,25,1,29,50,19,2,9,33,39,4,13,32,2,1,34,42,5,11,42,18,48,38,5,22,33,44,46,10,34,21,40,14,7,20,31,22,32,14,23,31,14,43,48,14,10,26,37,4,40,43,20,22,42,3,4,41,5,39,23,3,7,1,10,27,21,10,33,41,33,1,24,14,7,18
11,6,22,41,12,22,7,8,2,10,14,44,17,11,43,33,42,41,45,47,50,37,7,48,21,11,32,30,29,39,27,18,28,41,38,39,11,18,20,12,34,40,44,4,32,7,22,1,30,46,16,2,8,29,35,4,15,31,2,1,38,39,5,10,44,17,51,45,6,22,36,38,41,11,38,19,44,13,7,17,30,23,38,12,26,35,14,41,46,12,10,26,33,4,40,50,21,21,42,3,5,37,5,37,20,2,8,1,10,29,19,10,32,46,33,1,25,16,6,17
11,6,26,42,13,22,7,8,2,10,15,43,14,12,46,37,45,42,42,50,48,38,6,42,22,10,29,27,25,43,32,20,28,41,35,43,11,15,22,13,34,48,45,4,35,7,25,1,30,49,19,3,9,33,37,4,14,30,2,1,39,38,5,11,45,18,49,43,5,26,36,40,42,11,35,20,47,13,8,16,33,24,34,13,25,32,14,46,41,13,10,22,39,4,41,45,18,23,43,3,4,43,6,38,21,3,7,1,10,27,22,9,32,40,31,1,26,16,7,16
