100,8
1,3,2,2,3,3,3,3,2,3,2,1,2,1,3,2,1,2,3,2,2,1,3,3,2,2,1,3,3,2,2,1,3,3,3,3,1,3,1,3,3,3,2,3,3,3,3,2,2,1,3,1,1,3,1,2,3,2,1,2,3,1,3,1,2,1,2,2,1,3,2,3,3,3,1,1,2,3,3,2,1,1,3,2,3,2,1,1,1,3,3,2,1,2,3,2,1,3,2,2
3,3,2,2,1,3,3,2,2,2,2,3,1,1,1,2,1,2,2,2,3,3,3,2,1,2,2,3,1,2,3,1,1,2,2,3,2,1,3,2,2,2,1,3,3,2,2,2,1,1,3,2,1,1,3,1,2,2,2,3,3,3,3,3,2,3,3,2,3,3,1,1,2,3,1,2,1,1,3,1,3,3,3,2,2,2,1,3,3,3,2,3,1,2,1,3,2,2,2,3
52,132,146,145,82,32,158,29,105,36,77,107,96,148,180,177,61,149,163,82,12,164,159,150,48,74,105,123,79,110,145,98,33,154,131,128,6,188,92,27,57,108,134,41,158,46,76,64,94,36,89,54,50,49,125,78,40,107,8,132,161,157,168,96,87,138,168,35,127,63,38,39,9,138,128,26,82,144,110,97,185,34,43,129,56,167,0,93,149,165,156,47,53,1,193,89,4,41,24,170
196,189,201,204,198,199,189,191,179,182,204,189,183,187,206,211,183,199,199,210,214,215,197,189,187,188,182,180,181,210,201,204,181,193,196,210,179,206,214,213,188,189,182,180,208,181,202,209,183,199,184,186,185,186,211,200,193,186,202,198,199,213,197,208,183,202,214,208,184,206,203,197,204,182,209,210,209,184,210,204,203,209,186,201,214,213,181,208,192,202,214,199,180,194,217,200,182,212,187,187
30,31,2,19,16,28,35,19,16,15,27,28,30,18,6,6,46,38,26,1,8,3,2,10,29,38,40,6,9,18,48,46,17,35,15,44,33,11,48,49,37,10,19,19,28,35,37,11,12,29,7,7,45,2,32,39,3,14,44,42,23,3,16,16,48,46,38,44,5,43,5,20,39,5,38,35,30,3,47,48,3,4,26,3,5,10,31,17,37,29,41,23,28,37,16,26,14,40,43,3
31,30,1,18,16,24,35,19,17,16,24,28,28,18,5,6,43,39,23,1,7,4,2,11,26,43,42,7,8,17,50,42,18,32,16,41,32,11,42,44,43,10,21,18,30,34,40,13,13,29,7,7,48,2,33,41,4,13,46,35,23,3,14,18,54,43,37,46,5,50,6,20,39,5,32,37,28,3,47,50,3,3,25,3,5,10,33,17,35,29,40,23,27,32,15,23,13,37,45,3
26,32,1,18,14,25,32,21,17,16,24,31,27,20,5,5,42,37,26,1,8,3,2,11,31,36,44,6,8,18,49,41,19,34,15,42,31,11,49,47,36,9,19,19,29,32,35,10,13,25,6,7,48,3,32,44,3,14,41,41,23,3,14,19,46,48,35,42,5,43,5,20,37,6,35,35,32,3,40,46,4,4,27,3,5,10,30,19,38,31,44,24,24,35,16,26,14,37,44,3
29,30,1,20,17,28,34,19,17,17,28,29,27,19,5,6,41,40,24,1,8,4,2,11,26,39,40,7,8,17,44,46,18,38,16,44,35,10,43,43,42,9,21,18,28,31,40,11,12,25,6,6,49,2,34,37,4,13,48,35,20,3,13,19,54,47,40,48,4,50,5,22,34,5,37,34,27,3,43,43,4,4,26,3,4,10,29,18,35,28,43,25,24,32,17,25,13,36,46,3
30,30,1,20,15,28,31,21,16,17,28,28,29,17,6,5,48,40,22,1,8,4,2,11,27,44,44,7,8,16,51,48,17,36,17,46,33,10,48,46,39,10,22,18,29,32,40,11,14,30,7,6,47,2,33,37,4,13,46,43,20,3,15,18,48,43,40,42,5,50,5,21,39,5,35,38,31,3,44,50,4,4,26,3,4,9,31,19,36,32,44,22,25,33,14,23,15,42,43,3
28,31,1,20,15,28,32,21,17,18,25,32,29,18,5,6,41,37,23,1,7,3,2,10,27,39,46,6,8,17,51,49,18,33,17,41,34,11,50,46,36,11,22,18,27,34,35,11,12,28,6,7,49,2,29,40,4,13,46,35,23,3,14,17,48,44,37,46,5,45,5,21,41,5,33,34,31,3,39,44,4,4,28,3,4,10,29,17,33,31,45,25,26,37,14,26,14,38,41,3
31,29,1,20,16,25,30,21,16,15,28,33,29,19,5,5,47,37,26,1,8,4,2,9,27,40,45,7,8,16,47,42,17,37,15,44,32,11,45,47,37,10,20,18,29,35,36,11,14,29,6,6,48,3,29,37,4,13,45,42,21,3,13,19,51,49,37,47,5,50,5,19,37,5,33,33,31,3,45,43,4,4,25,3,5,11,33,20,37,30,39,21,24,36,15,25,13,40,40,3
27,30,1,18,15,29,32,22,16,17,28,30,28,16,5,5,49,38,22,1,8,3,2,10,26,36,40,7,8,16,47,45,20,36,14,41,32,12,42,43,38,10,21,19,25,35,37,11,13,27,7,7,44,3,33,42,3,15,45,40,21,3,13,17,50,44,38,45,5,51,6,19,39,5,34,35,32,3,46,43,4,3,28,2,5,10,32,18,33,33,40,23,25,31,16,24,13,36,41,3
