100,20
3,3,1,3,1,3,3,3,2,2,2,3,1,1,3,2,1,1,3,1,3,1,2,2,3,2,1,1,2,3,1,1,2,2,3,3,1,3,1,1,2,2,3,3,3,2,1,1,2,3,1,2,2,1,1,1,2,2,3,1,2,2,1,2,3,2,2,3,2,1,3,2,1,2,3,2,1,3,3,1,3,3,3,1,1,3,3,2,3,1,3,2,2,1,3,3,3,2,1,3
2,3,3,3,2,3,3,2,3,1,1,2,3,2,3,3,2,1,1,1,3,2,3,1,3,2,1,3,2,2,3,2,3,2,3,3,3,3,1,2,3,2,1,2,2,3,2,1,2,2,3,3,1,1,2,3,1,2,2,1,2,3,2,1,2,2,1,2,2,1,2,2,1,3,3,1,3,3,2,3,3,2,2,2,1,3,2,1,1,2,1,1,1,2,1,2,1,1,1,2
7,23,57,67,10,45,32,27,23,13,5,57,74,29,43,33,31,33,41,77,27,30,14,27,7,33,9,74,5,4,10,28,25,28,21,50,22,13,25,6,45,81,35,46,32,15,45,16,32,12,55,35,15,32,16,29,41,11,36,35,8,18,68,44,56,58,7,40,24,6,30,36,34,51,11,2,15,22,6,0,0,15,11,27,22,3,20,34,6,32,34,42,17,32,10,21,23,57,0,10
75,86,74,83,94,81,80,84,96,76,67,84,85,83,97,90,78,92,80,83,79,72,80,73,73,84,81,87,74,80,70,88,77,96,90,97,79,79,81,95,89,95,84,93,88,87,66,82,81,93,95,72,74,73,89,75,87,87,89,80,87,81,89,98,89,85,73,84,83,79,77,74,84,78,70,72,70,81,93,75,67,69,77,76,90,75,70,67,76,67,70,72,84,84,87,79,84,71,68,68
25,47,12,2,41,29,24,11,17,28,37,20,4,7,10,35,41,31,22,5,33,34,30,9,11,4,44,8,39,49,20,45,41,5,14,33,43,1,32,34,34,16,35,5,24,40,15,16,27,18,24,42,47,13,6,14,45,34,40,12,21,21,15,13,29,8,8,25,3,40,20,29,8,16,35,30,5,15,15,34,17,45,45,25,41,25,47,23,48,30,14,7,17,45,49,18,22,12,25,17
24,39,12,2,45,28,24,11,18,32,40,19,4,7,12,37,45,36,24,5,36,38,31,9,13,4,48,9,38,51,22,45,44,6,15,34,46,1,29,33,32,15,37,5,28,39,15,17,26,18,26,38,45,14,5,16,46,36,47,12,22,23,14,11,27,9,8,24,3,41,23,28,8,16,32,31,6,16,13,35,17,50,53,23,40,26,43,24,47,29,13,6,18,47,48,19,22,12,23,20
23,39,10,2,39,25,22,12,18,29,37,18,4,7,12,36,45,32,24,4,34,36,34,8,12,4,48,9,35,52,23,46,43,6,14,31,45,1,33,36,34,15,39,5,26,47,14,18,27,19,24,40,53,13,5,15,43,36,40,12,22,21,15,13,26,7,8,24,3,34,22,28,8,17,30,32,6,15,14,38,15,49,52,24,39,26,46,23,43,25,14,7,16,45,44,18,21,12,27,20
22,46,10,2,46,29,24,12,20,30,41,19,4,6,12,40,43,37,26,4,36,35,33,8,11,4,48,9,41,47,20,45,37,5,16,36,47,1,33,35,30,14,39,5,27,44,15,17,27,17,27,37,53,15,7,16,44,34,46,10,22,25,15,13,29,8,9,24,3,42,21,31,8,19,32,34,6,15,13,39,17,50,49,23,38,23,45,22,46,27,13,7,17,44,43,18,23,13,23,18
26,42,11,2,46,29,22,11,17,28,35,19,4,7,12,39,47,32,24,5,34,36,34,8,11,4,41,9,36,44,21,46,37,5,16,34,51,1,32,38,35,16,38,5,23,40,15,17,24,18,27,41,47,15,7,15,47,38,41,11,22,21,15,13,32,8,9,27,3,36,21,28,9,17,31,33,5,17,13,35,17,54,50,23,41,25,47,26,44,25,14,7,17,47,48,18,21,12,25,17
24,39,11,2,41,27,26,11,17,28,40,19,4,7,12,40,43,34,25,4,36,37,34,9,13,4,41,8,36,51,23,45,43,6,16,37,46,1,32,32,33,14,38,6,24,44,14,18,23,20,25,40,49,14,6,15,42,36,42,11,23,23,14,13,31,8,8,27,3,41,23,28,9,18,35,29,5,15,13,39,16,49,51,24,40,25,45,25,51,30,13,7,17,41,48,20,21,12,25,18
