120,10
1,2,3,2,2,1,3,1,3,3,2,2,3,3,1,2,2,1,1,2,3,1,2,2,2,3,1,3,2,1,1,2,2,2,3,2,3,1,2,3,2,3,3,1,1,3,1,3,2,3,1,3,2,3,2,2,1,1,3,1,1,3,3,2,1,3,1,3,2,3,2,3,3,1,1,3,2,1,1,2,2,2,3,1,1,1,2,1,3,1,3,2,2,3,3,1,3,3,1,1,1,3,2,2,1,1,1,2,2,3,1,3,3,1,3,1,3,2,1,1
2,1,1,1,1,1,2,2,2,1,3,2,3,2,3,3,1,1,3,2,3,2,2,3,2,1,2,1,3,2,1,2,1,3,3,2,3,2,2,3,1,1,2,1,3,1,1,1,1,1,3,2,3,2,3,3,1,2,2,1,3,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,3,1,3,1,1,3,1,2,3,2,2,1,2,1,1,2,2,1,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,1,1,2,1,1
122,13,95,122,102,46,89,67,43,71,35,72,37,16,158,176,83,76,32,4,50,34,177,52,3,128,69,14,33,46,72,70,44,41,77,10,74,125,64,129,52,62,146,70,66,131,164,22,113,97,115,45,60,57,164,43,33,118,32,25,137,26,55,0,144,45,82,64,159,32,136,168,93,44,80,138,110,146,143,178,59,103,80,89,115,88,142,44,94,69,65,132,136,0,19,23,24,2,105,136,172,63,159,17,27,148,9,82,6,44,100,96,83,90,46,6,23,167,36,127
177,188,191,176,205,204,182,206,203,190,188,193,171,204,176,187,197,198,169,201,206,201,191,187,186,179,185,185,195,187,179,180,198,188,192,190,186,189,203,188,180,172,195,190,195,178,204,177,206,174,180,181,197,206,193,187,178,197,176,177,206,200,205,187,171,189,195,170,175,194,172,206,204,181,191,171,172,197,170,193,203,183,203,186,202,196,195,169,175,204,192,199,193,177,173,196,190,199,195,205,203,203,175,200,177,205,196,204,193,188,179,180,182,176,192,197,177,192,172,186
18,39,38,51,29,21,51,1,36,41,18,19,25,46,15,3,4,27,24,28,47,49,12,45,27,22,41,27,24,1,28,22,33,14,35,25,40,34,37,21,6,47,13,38,22,16,38,28,33,35,4,24,35,13,8,34,34,35,8,37,14,35,35,43,13,14,17,26,7,41,17,2,26,1,14,24,20,2,22,14,6,15,51,6,1,27,9,13,40,13,26,45,6,7,26,13,7,32,14,9,24,24,16,43,18,4,22,22,30,33,8,43,4,20,27,36,41,1,14,14
19,46,37,52,25,19,50,1,35,46,18,18,25,48,17,4,3,27,23,32,47,51,13,42,29,19,40,24,25,1,30,22,35,16,36,24,34,34,39,21,6,48,14,41,23,17,37,28,31,38,4,26,30,11,7,34,41,38,7,31,13,35,35,43,12,15,15,27,7,43,17,2,28,1,14,27,18,2,24,12,6,14,44,6,1,24,8,13,42,13,24,46,6,7,28,13,7,30,13,9,25,27,14,47,19,4,21,24,29,36,8,44,4,19,23,40,42,1,14,13
20,39,38,45,28,22,43,1,40,40,17,17,29,54,15,3,3,27,21,31,51,47,11,46,31,18,40,24,21,1,33,22,36,15,37,24,39,33,40,22,6,43,14,40,21,15,45,31,30,34,4,22,33,12,8,30,33,32,8,35,15,34,36,39,12,16,16,29,7,43,19,2,27,1,12,25,19,2,21,14,6,14,46,6,1,26,7,14,39,13,26,49,6,7,25,12,7,34,15,8,26,24,16,43,18,4,23,26,33,38,8,45,3,20,27,37,42,1,14,12
18,46,37,45,28,19,49,1,34,39,17,17,26,46,18,3,3,28,25,30,49,44,13,42,28,21,37,24,25,1,28,26,35,15,36,23,36,34,36,24,6,48,14,36,19,18,40,30,29,40,4,22,32,12,7,29,35,33,8,35,15,34,39,40,11,17,15,24,6,45,18,2,25,1,12,24,17,1,23,12,6,15,49,6,1,27,8,12,40,14,23,46,6,6,26,11,6,36,13,9,23,26,14,45,18,4,24,22,29,32,7,39,3,17,27,39,37,1,16,13
19,45,39,48,29,21,45,1,35,45,19,20,27,44,18,3,3,30,22,32,52,50,12,50,27,21,36,24,23,1,33,25,36,15,33,25,34,34,40,23,6,41,14,36,23,16,45,30,34,39,4,23,30,13,7,29,38,34,9,32,15,39,38,38,12,17,17,27,7,45,15,2,27,1,11,25,19,2,24,12,6,16,46,6,1,24,8,14,41,12,23,47,6,7,29,12,6,33,16,8,25,26,17,44,19,4,22,21,32,36,8,45,3,18,26,38,40,1,16,13
18,44,39,47,27,21,46,1,33,46,15,20,24,48,17,4,3,30,21,34,47,44,13,43,28,21,41,28,24,1,31,21,32,15,32,24,38,31,36,22,7,47,15,40,23,17,42,32,33,35,4,23,32,13,7,34,34,32,8,34,15,37,35,39,13,16,16,28,7,48,17,2,27,1,11,23,17,2,23,12,6,17,49,6,1,24,8,13,36,13,26,51,6,7,29,11,7,32,15,8,23,27,17,41,21,4,24,24,32,31,7,40,3,17,24,39,35,1,14,14
18,44,42,47,26,22,49,1,39,39,17,20,25,54,16,3,3,27,23,34,44,44,14,44,30,20,41,25,25,1,32,23,32,16,35,21,37,31,41,20,6,41,14,37,23,16,42,31,34,38,4,23,34,13,7,33,37,34,8,33,14,37,38,39,14,15,18,28,7,43,16,2,26,1,12,25,17,2,23,13,6,16,52,7,1,26,8,13,41,12,23,52,6,7,26,13,7,36,14,8,26,25,17,43,18,4,24,22,27,33,7,44,3,20,23,34,38,1,16,12
20,40,38,44,30,20,49,1,40,39,17,19,29,45,18,3,3,31,21,33,48,51,12,50,28,18,39,25,24,1,28,24,37,15,31,24,40,33,35,22,6,45,15,41,20,15,41,29,34,40,4,22,34,12,7,31,34,35,8,37,13,32,42,42,12,15,16,28,7,49,17,2,25,1,13,26,17,2,22,12,6,15,47,7,1,28,8,14,42,14,26,45,6,7,29,13,6,31,13,8,26,28,16,44,18,4,25,21,28,38,8,44,3,20,25,40,42,1,16,13
17,43,39,52,28,22,42,1,34,43,18,17,28,50,17,3,4,31,24,29,47,43,13,46,28,19,39,25,22,1,33,23,34,15,31,25,38,33,39,23,6,48,14,39,23,16,40,32,30,40,4,25,34,13,7,33,36,35,9,31,14,37,36,36,12,15,18,29,8,48,19,3,25,1,13,25,20,1,21,13,6,16,50,7,1,24,7,13,35,14,22,45,6,6,25,12,6,36,13,8,26,27,14,42,18,4,24,24,30,34,8,42,3,19,25,38,42,1,16,14
17,40,43,45,29,19,42,1,36,39,18,20,28,46,17,3,3,29,21,32,50,50,13,48,31,22,39,28,25,1,27,22,33,13,33,25,41,31,35,20,6,43,12,42,20,16,40,33,34,33,3,22,33,12,7,30,36,38,8,31,13,38,37,38,13,16,16,26,7,47,19,2,28,1,12,25,17,2,21,12,5,17,45,6,1,26,8,13,41,13,22,49,6,7,27,11,6,34,15,9,23,26,15,45,17,4,21,25,32,34,8,43,3,19,25,37,43,1,14,13
