100,12
3,2,3,3,3,1,1,3,2,1,1,1,3,1,2,2,1,1,1,2,2,1,3,1,3,1,3,3,1,1,2,3,2,3,3,2,1,2,2,1,3,1,3,1,3,3,3,3,1,3,2,2,2,3,1,2,3,3,2,2,2,2,3,1,3,2,3,1,1,2,2,2,2,1,1,2,2,3,2,1,2,1,1,3,3,2,3,2,1,1,2,1,1,3,1,1,3,1,2,3
1,2,3,2,3,3,3,3,3,3,3,1,3,3,3,1,2,1,2,2,3,3,1,2,3,3,1,2,2,1,1,3,3,2,2,2,2,1,3,3,1,1,1,3,2,1,3,2,1,1,3,3,1,2,2,2,1,2,1,3,2,3,1,2,2,1,2,2,1,3,2,3,1,3,1,3,3,2,2,1,1,3,1,3,3,2,1,2,3,2,2,2,3,1,3,3,3,2,3,1
67,69,65,10,79,99,10,9,77,58,30,63,92,1,27,35,71,24,87,36,4,73,54,104,6,3,88,56,49,106,33,44,28,57,5,64,70,115,88,7,27,0,66,95,27,4,87,1,64,92,90,17,69,27,118,2,73,2,87,50,111,4,55,46,21,42,51,33,101,26,6,125,3,56,37,82,77,78,23,30,62,78,97,68,69,9,78,60,72,104,29,58,18,30,6,41,20,24,85,86
118,141,122,137,124,122,122,131,120,137,130,140,128,135,131,135,132,130,131,125,134,141,130,137,127,118,117,141,131,129,130,136,122,117,118,134,139,135,140,139,133,118,119,136,119,132,130,139,117,128,119,126,140,131,135,140,138,124,123,140,133,131,133,138,123,135,129,124,129,117,124,140,128,118,132,127,138,132,124,140,129,127,119,131,132,136,124,136,123,137,122,137,138,139,118,141,134,123,137,139
45,1,18,35,3,8,24,16,26,40,35,43,27,3,17,7,45,24,49,47,18,6,11,28,38,20,13,26,17,2,22,51,42,45,31,32,4,2,16,29,22,34,23,41,41,14,26,17,32,2,3,28,41,45,17,1,1,24,35,7,23,6,15,22,38,4,16,35,30,10,5,18,5,4,8,31,22,37,26,41,4,22,17,50,3,40,6,5,28,30,36,24,35,10,23,29,28,35,28,42
45,1,15,37,3,8,26,14,28,33,37,48,30,2,18,6,41,24,44,52,17,6,11,29,40,18,15,29,18,2,21,51,40,42,37,34,4,2,17,30,21,35,25,44,40,14,28,17,37,2,3,29,42,43,20,1,1,22,38,8,25,6,15,21,43,4,17,32,29,10,6,16,6,4,8,30,24,33,24,42,4,23,16,42,3,34,5,5,25,31,36,26,32,9,24,27,33,30,32,50
43,1,16,35,3,9,23,16,26,33,36,48,26,2,17,7,42,24,44,51,19,5,10,28,44,21,15,30,20,2,21,51,42,43,31,33,4,2,14,28,23,34,24,47,43,12,25,16,36,1,3,29,43,51,19,1,1,22,35,7,24,6,15,23,42,4,15,33,28,10,6,18,5,3,8,33,23,35,25,40,4,20,17,47,3,36,6,5,27,30,36,25,36,9,22,29,31,30,27,49
45,1,15,31,3,8,22,13,24,39,34,45,27,3,16,6,47,24,48,50,19,6,10,27,45,20,15,29,19,2,19,45,42,45,35,32,3,2,15,28,24,35,23,42,47,13,25,18,36,1,3,28,43,48,18,1,1,21,35,7,23,5,14,24,45,4,18,30,33,10,6,16,5,3,9,36,21,37,23,47,4,21,15,44,3,36,6,6,27,32,35,26,32,8,24,26,31,31,31,49
46,1,17,30,4,7,27,15,26,40,37,44,28,2,18,6,41,21,44,46,18,6,11,28,42,20,14,30,19,2,19,51,44,45,36,29,3,2,15,31,22,36,24,46,42,12,28,18,38,1,3,26,42,44,21,1,1,22,40,8,26,5,17,24,38,5,18,34,28,9,5,18,5,4,9,36,23,32,26,47,4,23,17,49,3,40,6,6,27,31,37,23,32,10,22,25,30,32,29,43
44,1,16,31,3,8,24,15,27,37,35,42,31,3,15,7,47,22,43,49,18,6,11,29,44,18,15,27,21,2,19,51,41,44,34,31,4,2,16,29,20,32,24,46,47,14,25,19,37,2,3,29,49,42,20,1,1,23,35,7,22,5,15,25,44,4,18,32,29,9,6,16,5,4,9,35,23,35,28,40,3,22,17,50,3,35,6,5,29,30,38,25,34,10,25,29,32,32,30,46
42,1,17,34,4,8,24,16,25,34,33,42,31,3,17,7,40,21,43,48,17,5,10,27,43,19,14,27,19,2,22,51,41,37,33,32,3,2,16,31,23,33,27,46,42,14,27,17,35,2,3,30,49,43,21,1,1,21,39,7,25,5,17,22,41,5,18,33,33,10,5,17,5,4,8,31,21,34,28,47,4,22,17,46,3,41,6,6,27,31,36,22,34,10,27,29,28,31,28,41
