80,10
1,2,2,3,1,1,2,2,2,1,1,2,2,3,3,3,1,3,3,3,1,3,3,3,2,3,3,3,1,2,2,1,2,3,3,1,2,1,3,2,1,2,3,3,1,3,2,3,1,2,2,2,3,3,1,1,1,3,2,1,2,1,3,2,2,2,1,1,2,1,1,2,2,1,3,3,2,1,1,3
3,1,1,2,2,2,3,3,3,2,2,1,1,2,3,1,1,3,1,1,3,1,3,2,3,2,2,3,3,2,2,3,1,3,2,1,3,2,1,1,2,1,2,2,3,2,2,1,3,3,1,2,1,1,1,3,1,2,2,2,3,1,3,3,2,1,2,1,1,2,3,2,2,3,3,2,2,2,2,1
16,41,69,54,69,74,21,22,57,82,72,46,22,0,70,3,55,33,98,65,47,16,26,6,69,31,42,87,28,80,111,56,2,69,50,34,37,107,64,109,90,14,76,8,99,46,56,4,4,78,100,25,31,22,102,81,39,53,37,23,48,65,11,40,38,91,56,70,32,25,72,82,78,22,89,36,56,71,9,97
121,117,124,117,123,110,127,130,130,108,112,130,108,120,127,113,114,121,123,130,114,122,119,108,121,121,123,119,130,127,126,125,122,121,112,108,109,123,119,119,126,112,108,112,122,107,119,110,114,108,112,115,120,108,129,111,123,112,125,114,124,121,108,124,123,111,116,113,117,109,123,112,121,107,126,129,125,127,113,118
15,19,19,41,41,14,51,42,32,30,14,24,25,23,26,15,31,48,23,41,18,1,34,50,29,15,40,15,15,34,2,36,16,16,38,21,40,12,39,5,25,2,33,27,8,5,34,42,16,31,2,41,3,37,17,17,3,28,27,27,38,34,12,20,4,9,4,14,5,22,30,11,38,8,1,16,31,30,2,18
14,17,21,42,43,14,50,38,37,27,12,28,25,22,24,15,30,41,23,39,17,1,34,46,32,14,36,13,15,35,2,32,17,17,37,21,36,12,35,5,22,2,30,27,7,5,34,41,18,27,1,40,3,44,15,15,3,25,27,27,42,33,12,24,4,9,4,13,5,22,29,11,34,8,1,15,26,28,2,18
15,20,19,43,44,14,42,45,32,29,14,25,25,20,25,15,33,42,23,41,16,1,35,51,32,14,37,15,15,31,1,36,15,19,38,22,39,11,40,5,24,2,28,24,8,5,40,39,18,28,1,43,4,41,16,15,3,25,25,27,38,32,11,20,4,9,4,14,5,20,28,12,35,8,1,14,29,27,2,19
14,19,21,41,38,13,44,44,32,29,13,27,29,21,26,17,30,46,21,43,17,1,31,51,28,13,38,14,15,32,2,34,17,17,35,21,39,13,38,5,25,2,30,24,8,5,39,38,18,27,1,44,3,45,15,15,3,27,27,29,39,34,11,23,4,9,4,14,5,20,28,12,35,7,1,17,31,29,1,18
15,19,19,42,41,15,47,42,37,30,14,26,29,23,26,14,32,46,24,39,17,1,30,51,31,15,37,12,15,36,1,34,15,17,34,21,34,12,36,5,22,2,31,24,8,5,38,39,16,27,1,46,3,39,15,15,3,27,26,27,40,32,11,22,3,8,4,13,5,23,31,11,33,8,1,17,29,27,2,20
16,19,19,40,43,13,47,43,35,29,14,28,25,22,24,15,31,45,24,40,18,1,36,50,28,15,42,13,14,36,1,30,15,16,38,20,37,12,39,5,22,2,30,27,9,5,39,45,18,29,1,40,3,38,17,15,3,25,23,31,38,36,12,22,4,8,4,14,4,19,31,11,32,8,1,15,26,28,1,18
15,17,22,43,39,14,51,46,38,31,14,28,29,21,26,15,33,48,22,45,19,1,35,45,26,15,43,13,16,35,2,33,17,16,33,21,41,11,36,5,22,2,30,24,7,5,37,45,18,28,1,42,3,37,17,17,3,26,24,28,42,36,11,22,4,8,4,15,5,21,31,12,36,8,1,16,27,28,2,20
15,18,20,40,38,14,47,45,32,29,13,25,25,21,27,16,32,47,22,39,16,1,34,43,30,14,39,13,16,34,2,30,16,16,36,21,41,12,36,5,22,2,29,26,7,5,36,45,17,26,1,41,4,44,18,14,3,28,24,30,37,33,12,23,4,8,4,16,4,20,31,12,33,8,1,17,27,29,1,20
14,18,22,41,42,15,42,43,35,27,14,25,29,20,26,17,30,47,21,40,17,1,36,51,28,13,37,15,15,31,1,34,15,16,31,23,38,11,36,5,26,2,32,23,8,5,38,43,18,28,1,48,4,37,15,15,3,26,25,32,41,35,11,23,4,8,4,15,5,22,27,10,37,9,1,16,30,30,1,18
14,17,22,38,39,14,49,40,37,25,14,28,27,24,24,15,31,47,21,41,17,1,33,44,30,13,37,15,15,34,2,37,17,18,36,22,38,11,38,5,24,2,29,25,7,4,38,38,17,31,1,45,4,40,16,15,3,28,24,29,39,37,11,20,4,9,4,13,5,22,28,10,33,8,1,17,27,27,2,19
