400,15
2,2,3,3,3,1,1,1,2,1,2,2,2,3,1,1,3,1,2,2,2,1,2,2,3,3,2,2,2,1,3,1,3,3,2,2,1,2,3,3,1,1,1,1,2,1,3,3,1,1,3,2,3,3,3,3,1,1,2,3,3,2,3,2,2,2,1,2,3,2,1,3,1,1,2,1,3,1,2,1,2,2,2,3,3,3,2,3,2,1,2,2,3,3,1,1,1,1,1,3,1,3,1,2,2,1,2,3,1,1,2,2,3,1,1,3,2,1,3,2,1,2,3,1,3,1,1,3,2,2,3,2,2,1,3,3,1,1,2,2,1,2,3,1,1,1,3,2,2,1,2,1,1,3,2,1,2,3,3,1,3,1,2,2,2,2,1,1,3,2,2,1,3,1,2,3,1,1,2,3,1,1,2,2,1,2,2,3,1,2,2,2,1,3,3,3,1,3,3,3,2,1,1,3,3,3,2,3,3,1,1,1,2,3,2,2,1,2,2,3,2,2,3,2,2,2,1,3,1,3,1,3,3,1,1,2,1,2,3,1,1,3,2,1,3,1,3,2,1,2,1,2,1,1,3,2,2,2,1,1,2,1,2,2,2,1,2,2,3,3,2,1,1,2,3,2,2,2,3,1,1,2,1,3,2,3,1,3,1,2,2,1,3,2,1,2,1,3,2,2,3,3,2,1,3,3,2,2,2,1,2,2,3,2,1,2,1,1,2,3,2,2,1,3,1,2,3,3,3,3,1,2,2,3,1,2,1,3,2,1,2,2,3,2,1,2,3,2,3,1,1,1,1,2,1,3,3,3,1,1,3,3,1,2,1,1,2,2,2,3,3,2,2,3,1,1,1,3,2,3,2,3,2,3,2,2,3,1,3,2,3,2,3,3,1,2,3,1,1,2
3,2,1,1,1,2,2,3,2,2,2,1,3,2,2,1,3,1,3,2,2,2,2,1,1,2,1,1,2,3,1,1,2,1,3,1,3,2,2,1,1,1,3,2,1,3,2,1,2,1,1,1,3,1,3,2,2,2,3,2,2,3,1,1,2,1,2,2,2,2,2,2,3,3,2,1,1,2,2,3,2,1,3,3,2,1,2,1,2,3,2,3,3,3,1,1,3,3,2,3,1,1,2,2,1,1,3,3,1,3,1,3,1,1,1,2,2,1,3,2,1,1,3,1,2,1,1,1,2,3,1,1,2,3,2,1,3,3,2,3,1,3,2,1,2,1,2,2,3,1,1,3,1,3,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,3,3,1,2,3,2,1,1,3,2,2,2,2,1,2,1,3,1,3,2,2,3,2,1,3,1,2,3,2,1,3,1,2,1,2,1,2,2,2,2,1,2,2,3,2,3,2,2,1,2,1,1,3,2,3,2,1,3,3,1,1,1,1,1,2,1,2,2,3,2,2,3,2,1,2,1,1,2,1,3,1,2,3,3,1,3,1,3,2,2,2,1,2,2,3,2,1,3,1,3,3,2,1,1,1,2,2,3,3,3,3,3,3,3,3,1,1,1,2,3,1,3,3,3,2,1,3,1,3,2,3,1,2,1,3,3,1,2,1,3,3,3,3,1,1,2,1,3,1,1,2,2,1,1,1,2,1,3,2,2,2,1,2,3,2,1,1,2,2,3,3,1,2,1,1,1,1,3,3,1,2,2,3,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,3,3,2,3,1,1,1,2,2,2,3,2,1,2,2,3,3,3,2,3,3,3,3,2,3,1,1,1,3,3
179,391,267,186,200,331,190,11,9,322,312,106,176,351,390,382,477,359,384,59,126,244,209,274,160,284,223,387,362,411,193,400,246,491,342,221,158,110,376,394,5,221,104,287,232,101,75,23,31,195,201,350,83,21,207,20,66,359,313,244,39,183,89,281,253,28,317,214,249,377,166,8,305,81,1,242,415,29,294,77,303,36,73,379,342,163,422,313,301,302,245,338,279,367,111,491,295,338,90,221,333,346,319,12,297,389,254,198,397,333,284,474,278,283,386,319,420,186,196,292,395,116,272,350,239,19,144,404,361,24,101,294,336,309,119,75,190,35,296,124,382,50,55,383,88,149,321,260,221,340,170,334,163,399,25,271,118,176,139,362,145,157,403,41,27,69,98,327,59,82,251,213,234,177,45,26,12,12,229,214,110,138,366,294,310,284,185,370,212,228,268,290,489,66,253,87,18,10,31,135,285,111,104,318,126,267,283,315,1,149,160,461,290,289,52,108,236,82,153,257,222,274,109,203,350,136,152,53,371,274,204,94,164,287,95,363,127,276,95,61,60,21,416,52,12,299,371,228,300,450,57,204,366,35,182,364,248,318,221,292,254,480,229,267,16,18,21,271,358,231,204,153,407,221,159,393,180,435,176,332,61,271,174,331,280,249,248,343,43,177,145,378,301,196,322,313,257,263,138,75,80,6,122,92,79,334,284,78,48,277,289,240,315,276,3,361,248,351,97,166,299,430,208,47,66,310,113,82,320,161,354,71,131,408,44,34,338,271,254,124,120,30,358,290,238,46,1,47,8,332,57,120,280,392,388,94,200,49,12,110,135,220,323,20,332,141,315,12,324,196,66,326,223,144,238,230,104,190,255,302,378,190,22,177,188,395,135,248,307,153,330,164,8,42,91,136,226,14,204,285
450,421,428,482,524,371,464,508,376,386,504,436,388,374,416,438,501,469,498,364,527,493,474,391,446,370,459,446,433,465,466,464,429,529,417,436,446,431,416,435,463,528,443,365,399,392,368,477,474,397,372,441,362,393,423,389,388,515,446,440,358,420,451,486,466,447,476,414,363,409,452,421,421,382,486,491,528,497,523,424,486,395,457,489,412,451,447,496,521,376,440,508,375,408,369,528,462,484,375,525,418,476,525,401,470,421,502,533,436,372,395,531,479,512,429,399,496,533,404,399,435,378,372,456,519,461,359,511,454,452,526,357,510,432,481,525,435,398,454,492,443,401,407,522,425,473,431,420,488,524,478,426,396,462,519,374,401,358,369,389,388,421,419,468,495,371,422,456,361,389,478,509,514,500,490,500,390,503,366,466,521,439,415,401,460,376,420,454,367,463,469,433,504,471,387,377,372,499,394,455,498,426,360,472,376,439,387,508,445,412,530,491,470,465,358,372,519,432,460,490,375,421,498,464,533,391,447,454,376,487,360,377,458,377,519,444,378,369,423,401,383,375,479,413,372,396,488,491,508,498,370,496,428,461,365,512,446,393,465,385,457,508,470,386,430,383,389,460,477,408,436,511,472,475,382,455,372,533,533,379,433,480,361,446,438,532,460,495,407,384,420,518,471,500,457,440,516,367,388,521,416,399,501,453,372,517,383,445,516,461,431,511,438,467,474,389,404,364,417,531,370,501,429,395,492,363,532,385,453,479,487,436,429,462,394,403,484,501,470,415,357,500,407,446,508,466,400,500,526,422,446,458,473,476,398,419,444,472,369,488,464,388,448,396,373,418,488,481,522,405,419,516,448,497,445,506,426,471,380,408,425,457,445,425,509,531,416,442,516,497,386,393,527,512,532,412,491,494,514,392
1,11,46,8,18,21,3,44,33,14,13,41,28,17,5,44,16,36,38,19,20,10,12,23,23,27,1,9,12,20,32,51,9,25,40,25,24,28,1,43,5,12,18,47,37,16,20,39,39,3,19,37,36,46,15,13,24,38,25,34,10,35,21,28,32,31,30,24,39,38,30,3,1,47,42,39,15,47,44,43,47,53,41,20,27,3,20,24,2,20,20,39,2,11,10,16,32,38,26,35,31,24,38,7,38,20,41,13,15,27,42,21,9,47,26,8,42,46,31,30,36,23,22,15,44,6,46,24,29,35,41,30,10,12,42,45,42,11,17,3,46,42,21,11,42,24,39,22,29,29,14,6,15,24,36,5,42,40,1,30,45,13,1,5,21,41,19,18,17,26,19,34,16,10,8,42,46,5,14,13,40,42,8,28,49,19,49,6,6,41,31,22,14,43,34,38,40,1,21,39,24,14,7,36,47,27,30,51,25,2,44,24,34,15,44,4,17,32,46,8,46,8,37,9,12,16,42,1,1,40,26,42,24,46,12,32,22,20,42,16,26,26,12,4,12,41,14,46,36,37,35,5,15,0,52,42,29,22,15,8,11,21,3,37,30,4,13,8,13,22,41,47,27,7,2,26,40,18,16,39,35,21,12,33,10,28,22,9,18,10,27,35,9,26,11,9,40,10,44,17,6,2,1,33,53,21,28,46,17,1,33,2,29,37,37,6,37,14,23,24,33,40,28,43,15,20,18,37,36,25,32,13,46,13,8,7,33,15,43,4,15,21,28,31,32,10,7,38,43,36,22,17,15,33,2,9,24,44,31,53,36,30,6,28,39,43,41,52,13,42,25,7,22,3,42,29,28,37,32,2,27,3,24,39,8,25,51,21,41,28,1,36,47,11,23,27,43,34,6,43
0,11,45,9,18,22,3,39,32,13,13,41,28,20,6,43,15,37,41,20,17,10,15,20,24,25,1,10,11,21,31,48,9,28,38,26,23,29,1,38,4,11,16,48,34,16,20,38,38,3,17,34,37,38,16,13,25,39,27,35,11,34,21,27,31,29,27,29,38,32,28,3,2,50,50,45,15,44,48,44,42,47,37,17,27,3,23,25,2,20,18,40,2,12,10,16,34,37,26,41,31,28,37,6,42,20,41,13,15,27,38,21,10,45,24,8,51,42,32,29,36,22,20,14,39,6,49,26,28,32,36,27,10,12,43,41,42,11,19,3,41,38,22,12,40,25,38,22,31,26,15,7,14,23,38,5,43,45,1,27,41,13,1,5,24,42,18,18,17,30,18,38,16,9,8,44,50,4,14,14,33,35,8,32,51,20,42,6,6,43,35,25,15,41,35,38,40,1,24,42,27,16,7,37,47,28,25,43,23,2,42,25,37,13,42,4,17,29,53,8,42,7,31,8,12,15,50,1,0,36,29,37,25,50,12,29,23,20,48,15,26,25,13,4,11,35,15,48,39,36,35,6,15,0,49,42,29,21,17,8,12,22,4,40,30,3,13,8,12,19,44,42,26,8,3,26,40,17,16,40,32,21,12,34,10,26,20,9,19,11,27,29,9,28,12,9,39,9,42,17,7,2,2,32,46,22,27,42,17,0,34,2,31,34,35,6,43,14,23,28,37,49,29,47,18,18,18,38,34,25,29,14,44,15,8,6,30,17,48,4,17,20,33,31,33,9,7,42,38,39,22,18,14,32,2,10,26,39,29,51,38,30,6,27,36,41,42,52,13,38,23,7,21,3,47,31,30,44,35,2,26,3,22,36,7,25,48,18,40,25,1,40,47,11,20,32,41,37,7,41
1,12,45,8,19,21,3,39,35,14,14,38,29,18,5,46,13,34,44,20,17,9,14,22,23,25,1,10,12,22,30,47,8,27,38,31,25,30,1,44,4,10,17,42,38,14,19,40,35,3,19,40,39,42,14,12,25,42,23,30,10,34,19,30,27,33,28,24,37,34,31,3,2,42,45,45,16,44,49,44,45,47,38,18,32,3,22,22,2,18,21,37,2,11,10,15,32,38,25,40,36,24,40,7,36,22,38,12,15,30,40,19,10,51,24,9,43,46,31,28,35,24,21,14,41,6,50,22,30,35,39,29,11,14,40,44,37,10,19,3,44,43,19,11,39,27,37,21,28,29,14,7,14,27,39,4,38,48,1,30,40,12,1,5,22,39,19,18,17,26,19,37,16,9,9,48,48,5,14,14,38,43,8,32,49,20,50,7,6,41,31,22,14,41,35,41,44,1,20,39,27,14,7,35,48,29,29,45,25,2,48,23,40,13,46,4,18,32,47,8,43,9,36,9,11,15,48,1,1,36,26,40,27,42,12,32,21,22,46,17,26,26,11,4,12,41,13,47,39,37,32,6,15,1,51,44,30,21,14,8,11,21,4,45,30,4,13,7,12,21,42,48,25,7,2,25,42,20,16,45,33,20,11,39,9,28,23,11,21,9,30,34,10,25,13,10,47,11,38,16,6,1,1,33,47,20,26,41,18,1,37,2,27,38,35,6,38,16,22,26,35,46,25,43,17,19,17,42,41,23,28,13,52,14,8,6,29,17,43,5,17,20,31,36,34,10,7,41,42,39,22,16,17,30,2,10,25,44,29,47,35,32,6,26,35,42,49,47,12,39,25,7,21,4,47,30,29,39,38,2,25,3,25,41,8,24,52,18,37,27,1,34,40,11,22,32,45,36,7,39
0,10,38,9,17,19,3,39,34,13,14,41,31,18,5,42,14,37,42,20,18,10,14,23,21,28,1,11,12,22,32,49,8,25,35,28,23,26,1,46,5,10,17,45,32,17,20,36,38,3,16,38,38,40,14,14,21,42,23,33,11,30,20,28,28,33,30,29,40,32,31,3,2,51,49,43,16,44,51,43,49,53,41,18,32,3,19,22,2,17,18,39,2,11,9,14,30,38,22,40,32,25,38,7,41,19,35,13,15,27,38,21,9,48,28,9,45,47,31,29,36,21,20,15,36,7,49,25,29,35,35,29,12,12,42,43,44,10,19,2,41,41,18,11,42,26,35,23,28,30,14,7,13,24,37,4,44,44,1,27,46,14,1,6,24,42,21,18,17,30,19,36,17,9,8,43,49,5,13,13,37,40,8,28,52,18,50,7,6,41,34,23,15,48,30,42,43,1,21,38,25,15,7,38,43,28,30,42,24,2,46,27,38,13,45,4,18,28,51,8,44,8,35,9,12,15,46,1,1,36,30,43,24,49,13,30,22,21,44,16,23,25,13,4,12,41,14,43,37,37,30,6,16,1,48,45,27,20,15,7,11,19,4,43,35,3,13,8,12,22,44,41,28,8,3,28,47,20,17,45,29,18,12,37,9,26,20,10,19,9,31,30,10,25,11,10,42,10,44,16,6,2,1,31,45,22,27,44,18,0,31,3,30,32,39,5,39,16,25,27,31,40,29,45,16,19,20,42,34,22,31,13,46,14,7,7,33,14,44,5,17,21,29,30,35,9,7,39,40,40,20,16,14,32,2,9,23,42,31,52,33,27,6,25,35,45,44,47,12,44,24,6,20,4,43,32,27,41,33,2,25,3,23,36,8,26,47,20,41,25,1,37,41,12,22,30,41,34,6,39
0,12,45,8,19,21,3,43,37,12,13,42,29,19,6,45,14,33,38,18,17,9,15,20,25,28,1,11,10,21,27,51,8,24,42,30,25,31,1,41,5,11,19,45,37,17,18,38,34,3,17,38,36,39,16,14,23,39,25,36,11,34,19,27,29,35,31,28,36,37,34,3,2,43,42,42,14,41,48,41,44,47,40,17,28,3,21,22,2,19,21,43,2,11,10,15,29,37,23,40,34,27,34,7,41,20,37,12,13,31,40,22,10,49,26,7,43,42,27,30,38,22,23,14,42,6,47,26,30,32,39,26,10,13,42,44,38,12,17,2,47,40,18,11,37,29,40,21,28,32,16,7,14,25,36,4,41,48,1,28,48,14,1,5,23,42,21,19,15,29,19,37,17,10,7,42,53,4,13,12,34,38,8,32,53,20,50,6,7,41,31,25,14,47,29,42,41,1,23,38,28,15,7,38,46,27,25,42,24,2,46,24,41,13,44,3,16,32,51,9,47,9,37,8,11,14,44,1,1,36,30,44,23,50,12,31,22,20,49,17,26,25,12,4,12,35,14,42,38,32,34,5,16,1,46,47,31,20,14,7,12,19,4,39,33,4,12,8,13,20,41,46,28,7,3,27,40,20,17,43,31,20,12,36,10,29,23,11,19,9,27,32,9,25,12,9,46,11,41,16,6,1,2,37,45,22,28,42,17,0,36,3,26,37,38,6,39,14,23,26,32,40,27,44,15,21,17,42,34,23,32,14,45,14,7,6,28,15,44,4,16,22,33,31,34,9,7,42,37,43,18,17,14,32,2,9,28,44,32,49,37,27,6,30,39,49,42,49,13,40,24,6,19,3,47,31,30,39,37,2,27,3,24,42,7,22,45,21,41,25,1,34,47,12,24,29,48,39,6,45
0,12,42,9,18,22,3,43,32,13,14,41,26,17,6,48,16,39,38,20,19,10,14,24,22,25,1,9,12,21,30,44,8,24,39,30,21,31,1,39,5,11,19,42,38,16,20,37,34,3,16,35,36,39,14,14,23,42,23,33,12,31,20,29,27,31,31,25,40,37,33,3,1,45,48,45,16,41,48,46,46,52,43,19,28,3,22,24,2,19,22,39,2,11,9,16,29,36,23,40,34,24,39,7,36,20,37,12,13,27,40,21,10,46,28,9,46,44,28,26,36,23,23,13,39,6,47,23,32,35,39,29,11,13,43,42,39,12,19,2,39,39,19,11,39,25,35,20,28,32,15,7,15,24,34,5,38,42,1,29,45,13,1,6,24,42,19,18,14,31,18,33,17,9,9,46,46,5,13,14,36,41,8,26,50,18,43,6,6,43,35,22,13,44,32,45,46,1,21,41,27,15,8,37,41,30,29,49,25,2,50,26,39,13,39,4,15,32,47,8,45,7,33,8,12,14,50,1,0,38,27,44,26,43,12,29,22,23,47,16,25,24,13,4,12,36,15,49,36,33,34,6,15,1,44,47,31,19,14,8,11,21,3,41,34,3,14,7,12,21,44,48,28,8,3,28,46,17,18,40,34,19,11,37,9,26,23,11,20,10,32,30,10,27,11,9,40,11,40,15,6,2,2,38,49,21,25,43,15,0,33,2,26,36,33,5,42,14,23,24,36,46,25,47,17,18,18,42,36,23,33,13,53,13,7,7,28,16,46,4,16,23,32,34,33,10,7,41,37,40,19,16,17,31,1,9,26,41,29,47,36,31,6,27,41,46,42,52,11,43,24,7,20,3,40,29,30,38,32,2,29,3,23,35,8,24,46,18,39,26,1,36,42,12,21,26,46,36,6,40
