80,6
1,3,2,2,2,2,3,3,1,2,3,3,2,3,3,3,3,2,2,1,1,2,2,3,2,2,2,1,2,3,2,2,2,3,1,3,2,2,2,2,3,1,2,3,2,3,3,1,3,1,3,3,3,1,1,3,3,3,1,1,1,3,3,2,1,2,3,3,3,1,1,2,1,2,3,1,1,2,2,1
2,3,3,3,2,3,3,2,3,2,2,3,2,1,3,3,3,3,3,2,1,1,2,1,1,2,1,2,3,2,2,3,2,1,2,2,2,1,2,1,1,3,3,1,1,1,1,2,3,2,3,3,1,2,3,2,2,2,1,1,2,3,1,1,1,1,3,2,2,2,1,3,2,3,2,3,1,2,1,1
54,119,191,160,123,133,26,90,14,164,60,60,77,64,122,142,108,149,68,169,152,38,38,100,139,199,74,76,143,209,65,18,134,28,129,42,179,95,47,110,17,84,177,44,135,82,21,113,38,139,21,125,39,23,28,72,50,17,168,149,103,183,33,166,54,113,18,92,54,165,126,176,152,24,105,98,2,21,71,102
207,221,234,222,235,236,229,221,223,237,227,232,240,213,219,234,239,215,206,220,203,214,212,236,213,227,236,207,209,215,226,205,241,206,241,238,230,236,207,240,231,233,224,202,215,221,223,210,204,243,229,213,211,213,225,202,225,233,224,219,243,222,203,235,200,236,238,230,229,243,224,229,208,239,205,205,216,217,233,227
32,36,39,18,40,39,2,31,39,4,23,2,39,52,47,5,26,26,36,11,8,31,13,8,15,15,14,39,17,3,19,1,2,17,39,17,22,6,12,17,34,26,46,41,44,1,29,36,30,41,2,28,42,19,46,33,24,32,30,38,45,35,19,8,35,16,34,24,2,19,34,53,9,15,34,11,23,42,35,17
38,35,38,15,40,39,2,28,42,5,23,2,47,53,52,5,27,24,37,11,9,31,14,9,14,16,15,41,17,3,17,1,2,17,38,18,20,6,11,17,36,26,47,37,53,1,27,40,29,42,2,27,40,20,39,37,25,29,32,40,49,30,22,8,38,16,36,26,2,21,29,51,8,14,31,10,25,40,33,17
35,34,34,16,48,40,2,32,45,5,22,2,43,47,49,4,24,24,33,11,8,33,12,8,14,14,16,34,16,3,19,0,2,18,38,18,21,6,13,19,32,24,44,36,51,1,31,36,33,46,2,28,40,19,39,36,27,31,30,40,46,30,21,7,33,18,37,26,2,20,30,45,8,14,31,11,26,43,33,17
38,36,34,16,41,41,2,31,44,5,22,2,41,50,45,4,27,27,34,10,9,32,12,8,16,15,14,34,16,3,21,1,2,17,33,17,20,6,12,18,33,24,47,36,49,1,26,35,27,42,2,30,37,18,41,34,27,35,34,42,51,31,22,8,35,18,38,24,2,19,29,51,8,14,32,11,24,40,32,18
37,33,38,16,43,39,3,28,42,4,25,2,40,47,46,5,27,25,38,11,9,29,12,9,15,16,15,36,17,3,18,1,2,17,38,18,21,6,13,17,34,26,45,40,48,1,32,34,30,40,2,30,42,19,43,38,26,29,33,39,49,34,21,7,34,19,36,26,2,19,33,48,9,15,33,9,25,36,31,18
35,33,33,16,45,40,3,31,42,5,24,2,47,51,46,4,25,24,34,11,9,31,12,8,15,13,16,39,16,2,17,1,2,19,39,19,21,5,13,17,32,23,45,40,49,1,27,37,27,47,2,31,42,18,47,35,24,35,34,41,50,32,18,8,38,17,37,25,2,21,29,52,9,13,32,10,23,40,33,17
