300,15
1,2,2,3,1,3,3,3,2,2,2,1,3,3,3,3,3,1,2,2,3,3,1,1,1,2,1,3,3,2,1,2,2,2,2,3,3,3,2,1,1,1,2,1,2,1,1,1,3,1,2,3,2,3,1,3,3,1,3,1,2,3,1,2,3,2,2,2,3,1,3,2,3,2,1,1,2,1,1,2,2,3,3,1,1,3,2,1,3,3,2,2,2,2,3,1,3,2,3,2,2,1,1,3,2,2,3,3,2,1,1,1,3,2,1,1,3,3,1,2,3,3,3,2,3,2,2,3,3,2,3,1,2,2,1,2,2,2,2,2,1,1,3,1,3,1,3,2,1,1,1,1,3,1,1,2,2,3,2,3,3,1,2,2,3,3,2,3,2,3,2,3,3,3,2,2,1,2,2,3,1,1,3,1,1,2,2,2,1,1,2,2,1,2,3,2,1,3,1,2,2,2,1,1,1,2,3,2,2,3,3,2,3,2,2,1,3,3,1,3,3,2,2,1,2,1,3,1,2,2,2,1,1,1,1,1,2,2,1,1,2,3,2,3,1,3,1,1,3,1,2,3,2,1,2,3,2,1,3,1,2,2,2,2,2,3,2,2,3,2,1,2,1,1,3,3,3,2,2,1,1,1,1,3,3,3,1,1,2,3,3,2,3,3,3,2,2,2,1,2
2,1,2,2,1,3,1,2,3,3,1,1,2,2,2,2,2,3,2,1,2,3,2,2,2,1,1,3,3,2,1,2,3,3,1,3,2,3,1,2,1,3,3,1,1,2,3,2,1,1,2,1,2,1,3,3,1,2,1,3,3,3,3,1,2,3,3,2,1,3,3,2,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,1,3,3,3,1,1,1,2,1,3,1,3,3,2,3,3,3,1,1,1,3,2,2,3,3,3,2,3,1,2,3,1,2,1,3,3,3,3,2,3,1,1,3,3,2,2,2,3,3,2,3,3,1,2,3,2,1,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,3,1,2,3,1,2,1,3,1,1,3,2,2,2,3,1,1,3,3,2,3,3,3,1,1,3,1,2,2,2,2,1,2,1,3,3,1,1,3,2,3,3,1,3,2,1,2,3,1,2,3,3,1,2,1,3,3,1,2,3,2,2,3,3,3,2,2,2,2,3,1,3,2,1,3,1,3,3,2,3,1,2,1,3,2,2,2,1,2,1,2,1,2,2,2,3,3,2,1,2,1,3,1,1,2,1,2,3,3,1,2,3,1,3,1,1,2,1,2,1,2,2,3,1,3,1,1,3,3,1,3,1,1,2,1,1,3,3
260,90,73,113,26,231,32,356,97,63,195,244,47,248,188,137,132,234,95,186,87,137,238,180,86,38,269,105,240,123,221,200,322,144,127,11,19,99,34,107,44,207,68,80,118,108,150,129,105,282,114,104,134,251,49,124,184,221,72,73,71,50,11,100,157,42,8,117,106,58,0,108,170,108,115,146,92,283,29,41,274,36,5,311,108,39,150,129,183,143,65,47,355,210,158,92,139,238,90,22,215,209,72,173,149,109,87,208,171,212,138,74,295,175,60,220,13,60,6,146,271,316,189,94,139,148,242,265,27,295,194,19,95,255,127,121,193,248,37,4,154,27,27,249,212,189,232,4,148,167,215,216,275,90,165,191,182,126,150,161,170,281,158,19,202,22,43,152,9,103,126,68,229,81,335,43,99,142,237,199,93,73,296,106,225,217,124,157,214,79,95,221,277,6,92,232,191,10,135,227,66,195,65,127,133,173,345,300,313,5,194,257,235,134,238,94,187,207,179,154,140,109,249,168,186,178,27,198,149,78,112,163,232,318,81,299,267,147,92,222,191,255,288,4,6,129,282,90,255,94,258,54,99,169,152,144,68,5,142,86,32,57,255,42,85,121,159,92,34,26,304,220,294,87,74,24,219,290,91,246,209,238,198,344,182,278,81,211,138,127,58,45,139,202,220,186,43,123,216,117
363,313,327,360,338,277,304,378,371,351,311,370,277,307,275,327,259,304,291,271,343,288,336,307,377,256,344,256,284,293,363,303,360,304,267,352,362,298,288,261,275,289,351,321,290,281,290,284,293,330,255,377,309,277,326,372,266,348,316,376,367,311,262,287,333,321,308,266,348,265,279,296,291,268,277,350,331,301,290,294,361,308,371,355,299,292,269,363,312,278,315,343,364,354,323,287,367,357,260,258,324,260,360,337,343,354,348,280,273,254,299,273,327,339,329,370,268,342,316,346,300,358,295,347,360,319,273,346,274,369,258,326,316,303,253,379,368,328,362,329,292,297,278,376,278,325,332,335,266,351,370,284,293,369,280,282,378,363,280,341,254,297,270,375,274,325,360,342,357,372,261,264,295,344,367,297,348,377,324,371,298,284,371,361,349,349,283,291,317,314,298,369,289,283,325,301,288,330,336,266,353,349,264,293,268,265,376,367,372,342,269,356,305,326,372,295,341,326,307,365,259,310,323,265,258,253,315,281,307,346,283,357,323,339,362,347,343,339,256,364,361,352,338,308,315,294,364,267,355,291,376,273,362,350,298,350,294,276,310,260,274,317,295,325,277,378,363,321,357,279,321,303,325,371,312,321,309,363,333,332,311,324,305,356,256,369,332,346,289,329,299,303,343,276,305,378,257,351,258,276
24,43,18,18,15,14,39,17,29,13,27,23,26,42,43,20,4,10,35,43,3,45,5,46,34,3,43,21,7,15,20,48,4,31,36,31,3,39,29,30,49,7,37,45,32,48,1,7,30,24,48,36,4,25,36,9,26,6,44,24,41,42,5,7,7,35,44,11,29,12,28,47,35,31,21,21,19,13,17,43,40,8,37,19,13,5,1,24,16,23,9,45,3,41,28,48,29,39,7,34,3,10,15,43,31,30,43,42,16,27,45,31,3,30,23,10,14,6,45,26,30,31,21,12,1,26,15,29,15,51,41,19,43,47,1,31,22,30,34,35,36,35,14,41,45,19,45,19,39,45,4,9,4,3,35,22,48,37,4,9,23,3,16,44,29,33,34,4,40,9,16,4,43,24,7,5,11,10,9,27,34,47,30,26,36,20,11,39,37,16,51,40,7,41,45,7,29,13,26,12,6,29,24,43,23,18,24,4,11,15,19,36,8,14,9,35,6,41,22,12,22,9,9,40,24,4,35,40,14,46,26,28,30,3,48,35,11,10,6,32,4,16,17,12,43,38,3,5,45,3,15,26,23,22,1,41,36,42,38,35,17,19,9,33,4,31,34,3,40,31,20,7,2,24,19,28,21,20,41,4,14,21,39,13,25,26,14,2,14,9,30,1,42,36,9,4,26,20,49,20
25,43,18,18,16,13,43,20,29,13,29,19,25,44,38,18,4,9,35,42,4,44,6,39,34,3,43,21,7,15,22,43,4,31,41,31,3,39,26,35,44,7,31,43,34,48,1,7,31,27,45,32,4,25,38,8,25,6,42,20,43,44,5,7,7,32,41,10,28,13,29,46,34,30,22,25,20,14,18,42,37,9,34,20,12,5,1,24,18,27,10,39,3,45,32,42,26,33,9,35,3,9,14,46,31,27,43,43,17,25,41,26,3,26,22,10,14,6,47,23,30,34,19,11,1,22,15,31,15,44,41,21,46,46,1,37,20,30,31,34,39,32,12,39,42,21,47,19,39,44,5,10,4,3,36,25,46,40,5,10,24,3,13,43,26,35,34,4,37,11,16,3,51,26,7,5,11,10,10,28,38,45,26,29,38,20,12,36,37,18,46,39,8,41,47,7,29,13,28,13,7,26,24,44,22,16,22,3,11,15,18,43,8,16,10,38,6,46,23,11,24,8,8,34,25,3,37,38,14,49,28,32,28,3,42,34,13,10,5,29,4,13,19,13,45,35,3,4,49,3,16,27,24,22,1,41,32,43,39,36,17,19,9,33,4,31,33,3,42,31,17,7,2,24,18,23,21,24,44,4,12,19,36,12,24,29,14,2,14,10,31,1,42,40,8,4,25,18,48,20
21,39,18,19,18,14,40,19,29,12,27,23,24,48,44,20,4,10,33,44,3,46,5,45,34,3,44,21,6,13,21,48,3,33,36,36,3,33,29,34,49,7,35,47,36,50,1,7,28,27,42,31,3,26,39,9,26,5,39,23,47,41,4,7,7,33,37,9,28,14,32,44,34,28,21,21,18,13,18,46,41,8,37,20,13,5,0,23,16,23,10,43,3,46,29,47,26,37,9,38,3,9,16,39,32,26,48,41,16,24,44,31,3,28,22,10,15,5,45,25,35,34,19,10,1,24,16,32,14,45,35,18,40,44,1,34,24,31,35,36,37,31,12,42,45,21,49,18,36,47,4,9,4,3,38,21,44,44,4,10,26,3,15,43,30,35,41,4,37,10,15,4,44,25,8,5,9,10,10,30,40,44,26,27,37,23,12,34,34,18,52,37,9,36,42,8,27,15,26,13,7,30,24,44,23,19,20,4,12,14,17,41,7,15,10,33,7,43,20,11,21,9,9,39,26,3,37,42,13,43,25,34,28,4,42,35,11,9,5,28,4,14,19,14,43,37,3,5,41,3,13,26,25,24,1,41,32,41,42,33,15,19,8,29,4,29,30,3,41,34,16,6,2,24,20,24,19,22,39,4,13,20,38,13,24,27,15,2,15,10,29,1,42,34,9,4,26,19,45,23
24,41,18,18,17,14,40,20,26,12,25,20,23,46,43,18,4,11,31,46,3,43,6,42,39,3,40,17,6,13,22,45,4,34,37,32,3,34,27,35,46,8,32,43,36,48,1,6,27,24,45,32,4,25,35,9,23,6,44,24,44,42,5,7,6,33,42,11,29,14,28,52,35,31,18,21,19,14,19,44,41,9,37,21,13,5,1,22,16,24,9,39,3,44,29,47,29,36,8,38,3,10,16,46,31,32,47,42,16,28,42,30,3,30,23,10,14,5,40,24,34,35,19,11,1,22,16,32,15,49,41,20,47,46,1,37,22,28,33,34,39,35,13,39,48,21,51,19,38,46,4,10,4,3,40,23,42,42,5,9,22,2,16,44,31,33,35,5,36,9,16,3,46,24,7,5,10,9,9,28,40,49,25,29,38,23,11,39,33,18,52,38,9,36,45,8,26,15,24,13,7,28,23,41,20,18,23,3,11,14,17,40,8,14,10,34,6,43,21,11,23,7,9,35,24,4,32,43,15,48,28,29,27,3,45,38,12,9,5,28,4,15,18,13,43,34,3,5,43,3,13,31,22,24,2,36,38,46,41,33,16,19,10,34,4,26,35,3,38,30,17,7,2,23,18,24,18,22,41,5,13,18,36,12,25,27,14,2,16,10,27,1,37,36,9,4,28,20,49,22
23,43,19,20,16,13,37,20,26,11,28,22,27,43,43,18,4,10,32,50,3,40,6,46,38,3,37,21,7,14,22,45,3,31,39,36,4,36,30,36,43,7,33,50,30,48,1,7,31,27,48,31,4,24,37,10,24,5,40,20,44,39,5,7,7,37,41,10,27,12,29,50,36,27,21,22,18,13,19,46,38,9,33,20,13,5,0,24,18,23,10,42,3,44,27,48,29,36,8,37,3,10,15,38,30,27,44,38,14,24,39,30,3,28,20,9,15,5,45,25,31,36,21,10,1,22,17,29,15,49,42,19,48,45,1,37,20,26,33,33,35,34,13,43,50,22,51,19,42,45,4,9,4,3,41,25,45,43,5,9,24,3,14,48,26,31,39,5,40,9,14,4,44,28,8,6,10,10,9,27,38,45,27,27,37,20,11,35,35,17,47,42,9,38,46,8,28,14,29,13,7,28,27,50,20,18,23,4,10,14,18,38,8,13,11,36,5,48,23,11,21,8,9,38,24,4,37,39,13,42,26,29,31,3,43,38,11,10,6,33,4,13,18,13,39,39,3,5,48,3,14,30,23,21,1,35,34,44,40,33,15,20,9,30,4,29,30,3,45,31,19,7,2,24,18,24,20,21,47,4,13,19,40,12,24,24,14,2,14,10,31,1,40,39,8,4,27,18,47,20
25,38,18,20,16,14,41,17,26,12,27,23,25,48,41,22,4,9,32,43,3,40,5,39,39,3,40,19,6,15,22,47,3,35,35,32,3,34,28,34,51,6,31,50,31,45,1,7,31,23,42,34,4,23,34,9,26,5,39,24,46,41,5,8,8,32,41,10,28,14,28,52,36,28,21,22,17,14,17,47,41,9,36,20,12,5,0,23,18,24,11,45,3,40,27,46,27,36,8,37,3,10,15,43,29,27,49,42,16,27,40,28,3,26,22,9,16,5,42,23,29,30,20,11,1,25,16,29,13,50,37,19,46,43,1,35,23,26,30,34,39,35,11,44,49,20,47,18,42,47,4,9,4,3,38,21,48,44,5,9,22,3,15,42,30,32,41,5,38,10,14,4,43,27,7,5,11,10,9,30,34,43,30,29,40,21,11,33,37,17,48,40,7,42,48,8,26,16,24,13,7,27,22,42,21,19,22,3,11,14,19,40,8,15,9,35,6,49,22,10,22,7,9,36,24,4,34,41,13,49,30,30,31,3,50,32,11,10,6,32,4,14,20,13,46,35,3,5,40,3,13,30,26,23,2,39,38,41,42,36,14,20,9,34,4,31,35,4,42,34,19,7,2,23,19,27,20,22,41,4,13,19,36,12,26,24,14,2,16,9,29,1,44,40,10,4,24,20,49,19
