40,12
1,3,2,2,2,2,2,3,1,3,3,2,2,1,2,2,3,2,2,3,3,3,3,3,3,3,1,2,2,1,1,3,1,2,2,3,2,1,3,2
3,1,2,1,1,3,2,2,3,3,2,1,1,2,2,3,1,2,2,2,1,2,3,3,2,1,1,2,3,2,2,1,3,2,2,3,2,3,2,1
19,15,18,5,29,21,13,4,7,13,9,36,2,5,0,18,28,1,1,35,5,52,10,30,1,35,10,19,0,2,7,9,5,2,9,36,28,2,13,12
53,50,54,47,45,48,50,49,54,52,51,53,53,47,50,48,49,53,48,52,52,54,49,51,49,46,45,53,52,49,54,48,49,48,54,51,53,53,46,48
6,32,28,23,7,6,26,31,51,3,24,6,32,37,32,7,18,38,35,18,42,2,36,23,6,4,33,5,16,26,50,35,14,23,45,12,1,31,3,28
6,26,33,23,8,7,26,30,46,2,22,5,32,35,28,7,19,46,36,18,44,2,42,25,7,4,30,6,15,25,45,37,15,25,46,12,1,31,3,29
5,27,33,22,8,7,23,31,44,3,23,6,33,37,34,7,19,43,33,19,48,3,37,25,7,4,29,5,16,25,51,32,15,26,46,11,1,29,3,33
5,26,33,27,7,7,22,33,44,2,20,6,30,40,31,7,20,39,36,18,42,3,40,20,7,4,29,6,16,22,51,37,13,24,39,11,1,28,3,29
5,29,33,23,7,7,27,33,47,3,21,6,31,36,32,6,21,44,34,17,45,3,36,24,6,3,34,6,16,27,45,38,15,25,46,12,1,27,4,32
6,28,27,25,7,6,24,36,45,3,24,6,34,37,32,6,18,40,35,16,44,3,36,24,7,4,31,6,15,24,51,37,15,27,41,10,1,31,3,31
6,28,28,26,7,6,26,32,46,3,20,5,35,36,31,6,20,39,33,18,48,2,41,22,6,4,34,5,14,22,48,35,13,23,47,11,1,33,3,29
6,27,29,25,8,6,24,32,44,3,22,6,35,36,34,7,19,38,38,18,47,3,38,22,7,4,33,6,14,24,52,34,14,22,45,11,1,32,3,29
6,31,28,26,7,7,24,31,49,3,21,6,33,36,31,6,19,40,32,16,49,3,42,25,6,4,33,6,17,24,44,34,14,24,43,12,1,29,3,28
5,32,32,24,8,7,26,36,44,3,21,6,34,34,32,7,19,40,34,19,43,3,38,23,7,4,34,6,17,23,49,33,16,24,45,11,1,32,3,30
6,30,28,24,8,7,25,32,51,2,21,6,33,38,34,6,20,38,34,16,45,3,37,23,7,4,31,5,15,25,52,38,15,26,45,12,1,28,3,31
6,28,28,26,8,6,25,36,51,3,24,6,31,36,29,7,18,41,37,19,48,3,37,21,7,3,32,6,16,22,49,37,16,24,46,11,1,28,3,32
