80,8
1,2,2,1,1,1,1,3,3,2,1,1,1,3,1,3,3,2,2,1,2,2,1,1,2,1,1,2,2,2,3,3,2,1,1,2,1,2,2,3,3,2,2,1,2,3,3,3,3,2,1,1,1,3,3,3,1,3,3,3,2,1,3,2,2,3,1,3,3,2,1,1,2,3,2,1,2,1,2,3
1,2,3,2,2,3,1,2,1,3,2,2,1,1,1,1,3,1,2,2,1,1,2,2,3,3,2,3,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,3,3,1,3,2,2,3,3,1,1,2,2,3,2,1,2,1,2,1,1,2,2,1,3,3,2,3,2,2,1,3,3,3,3,3,1,1
46,90,53,142,16,85,15,14,132,37,13,47,16,102,67,45,123,93,64,101,70,126,79,122,63,89,19,40,88,69,73,138,127,116,117,53,93,109,40,82,90,15,91,32,110,110,116,78,5,94,1,38,1,41,10,22,8,3,27,12,47,34,60,53,97,106,11,47,49,49,68,104,79,39,81,33,13,24,57,108
159,154,142,152,153,139,140,148,153,132,139,155,158,157,155,147,147,140,156,150,149,157,142,154,147,145,153,152,139,147,140,153,158,133,145,158,143,151,139,141,140,154,154,138,133,146,138,157,144,139,157,138,133,158,140,135,157,152,152,141,158,137,159,149,147,155,152,132,136,153,131,154,133,142,150,151,142,146,156,149
27,6,1,7,8,4,30,24,9,44,30,43,17,16,27,4,10,23,42,38,20,27,28,17,44,50,13,17,42,3,6,10,19,8,14,1,31,1,37,4,9,29,36,16,8,24,13,13,34,44,37,2,40,4,25,8,46,2,38,8,19,25,34,38,39,45,14,12,16,36,35,1,13,8,6,26,28,31,47,8
32,7,1,7,7,4,29,24,9,47,26,44,16,14,30,4,9,22,38,41,23,30,31,17,49,52,13,19,42,3,6,12,19,7,16,1,27,1,39,4,8,32,36,17,9,25,13,14,34,39,36,2,39,4,26,7,42,2,37,8,17,28,30,38,43,41,13,14,19,33,34,1,13,10,5,30,30,30,49,8
28,7,1,6,8,3,34,24,10,44,29,40,16,14,28,4,10,21,42,41,21,28,32,18,43,52,11,16,44,3,6,11,17,7,14,1,26,1,39,4,9,30,38,18,9,25,12,14,38,42,38,3,40,4,29,7,50,2,36,8,18,28,35,41,42,47,15,12,17,35,32,1,15,10,5,30,34,33,47,8
27,7,1,7,8,4,32,28,9,47,29,42,15,17,29,5,10,20,43,38,23,26,30,16,48,52,10,16,44,3,6,10,18,8,16,1,31,1,36,4,9,31,35,16,9,25,11,14,35,42,36,3,39,4,28,8,50,2,36,8,19,25,36,40,44,47,14,13,16,36,31,1,14,9,5,31,33,30,46,9
31,7,1,7,7,4,32,27,9,45,29,37,15,15,31,4,10,22,41,40,23,26,31,17,48,50,10,18,40,3,6,11,17,8,16,1,28,1,39,4,9,30,38,15,8,23,13,14,37,43,40,2,43,4,25,7,50,2,38,8,19,27,35,39,40,49,15,14,18,37,32,1,13,10,6,29,32,33,45,8
29,6,1,6,8,4,29,25,9,50,27,45,17,16,31,5,9,22,38,41,23,30,30,16,44,50,13,19,43,3,6,12,18,7,16,1,28,1,37,4,8,33,37,17,8,22,11,13,36,43,34,2,44,4,26,7,49,2,35,8,19,28,34,40,40,48,15,14,17,35,34,1,13,9,6,28,32,30,48,8
27,6,1,6,7,4,29,24,10,49,27,38,15,15,29,4,10,23,41,38,22,31,32,17,51,48,12,16,46,3,7,10,18,8,14,1,25,1,36,4,9,30,32,16,8,25,13,13,32,39,35,3,44,4,29,6,50,2,36,8,19,27,31,39,40,42,13,13,17,38,34,1,14,10,5,27,32,29,50,9
27,6,1,6,7,3,34,24,10,44,28,39,15,16,27,4,10,20,41,42,20,31,28,15,44,50,12,17,45,3,6,12,17,7,14,1,30,1,38,4,8,31,36,16,8,22,13,14,36,39,34,3,36,4,29,6,44,3,42,8,19,24,33,40,43,46,15,14,17,36,32,1,12,9,5,25,33,29,46,8
